Chartmetric ID,Artist,Country,Region,Continent,Pronouns,Solo/Group,Associated Labels,Label Category,Genres,Moods,Activities,Chartmetric Score,Chartmetric Rank,Career Stage,Recent Momentum,TikTok Followers,TikTok Likes,TikTok Engagement Rate,TikTok Posts,TikTok Views,Pandora Monthly Listeners,Pandora Streams,Pandora Artist Stations,Shazams,Line Music Artist Likes,Line Music Likes,Line Music Video Views,Line Music Streams,Melon Fans,Melon Video Likes,Melon Video Views,Spotify Followers,Spotify Monthly Listeners,Spotify Conversion Rate,Spotify Reach / Followers Ratio,Spotify Popularity,Spotify Playlist Reach,Spotify Playlist Count,YouTube Channel Subscribers,YouTube Channel Views,YouTube Daily Video Views,YouTube Monthly Audience,YouTube Engagement Rate,YouTube Playlist Count,Deezer Fans,Deezer Playlist Count,Deezer Playlist Reach,SoundCloud Followers,SoundCloud Streams,Apple Music Playlist Count,Amazon Music Playlist Count,Instagram Followers,Instagram Engagement Rate,Radio Spins,SiriusXM Spins,Facebook Followers,Facebook Talks,Snapchat Followers,X Followers,X Post Count,Wikipedia Views,Bandsintown Followers,Songkick Fans,Boomplay Streams,Boomplay Favorites,Genius Views,Twitch Followers,Audience Age,Audience Gender,Spotify Links
5247223,Von Spriggan,United States,North America,North America,He/Him,Solo Artist,,,"Metal,Rock,US Metal","Heavy,Adrenaline,Epic,Hype,Sweet,Uplifting","Gaming,Workout",34.08706112,321758,Developing,Growth,,,,1,979,,,,13997,,,,,,,,4746,24575,0.193123,14.21x,28,67437,802,8560,9975656,,229000,2.8951,,71,,,66,69,,,33062,,,,,,,,,,,,,,,,13-17: 0.6%%; 18-24: 7%%; 25-34: 51.8%%; 35-44: 29.8%%; 45-64: 10.8%%,F: 3.9%; M: 96.1%,https://open.spotify.com/artist/0ETqTTpMXgqLvMoe9gemNa
3811605,Sellasouls,United States,North America,North America,,,Unknown Label,,"Hip-Hop/Rap,Dark Internet Pop,Trance","Hype,Free,Fun,Chill,Sad,Sexy","Wind,Ambient,Noise,Melodic,Garden",33.8106897,325758,Developing,Steady,,,,839,1486787,,,,11774,,,,,,,,10977,15710,0.698727,58.28x,27,639719,6297,,,,,,,97,,,,,,,,,1,,,,,,,,,1514,,,,,,,https://open.spotify.com/artist/2q1TGIlGwiovxBDVWkJtUb
11970581,The Automatic Singer,,,,,Group,The Automatic Singer,,"Metal,Dance,Electronic","Anthemic,Epic,Powerful,Fighting,Aggressive,Motivational,Rebellious,Determined","Gaming,Running",33.45579678,330918,Developing,Steady,,,,,,,,,1362,,,,,,,,12193,37571,0.324532,5.41x,37,65911,1164,,,,,,1,79,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/2iy6PKhhvtcPRMlgstQKz2
105289,TSAR,United States,North America,North America,,Group,Unknown Label,,"Rock,Pop Punk,Alternative Rock","Energetic,Catchy,Dynamic,Uplifting",,33.32158246,332869,Developing,Steady,,,,13,33928,24,155452,1775,31478,,,,,,,,2097,8230,0.2548,68.71x,17,144084,1209,,,,,,1,510,,,4,,,,,,113,,,,,,,22,2591,2031,,0,,,,,https://open.spotify.com/artist/1a2ZdtjsHAMD9bnwn7jxaC
9950213,Remedy,Sweden,Northern Europe,Europe,N/A,,Unknown Label,,"Rock,Dance,Electronic",,,33.15571956,335408,Developing,Steady,,,,6,2139,,,,6452,,,,,,,,8186,36121,0.226627,5.48x,33,44891,1384,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,https://open.spotify.com/artist/4PFZvjYWC5FpHtS7HlLmTJ
4362085,Go Ahead And Die,,,,He/Him,,Unknown Label,,"Metal,Rock,Groove Metal",,,32.77170955,341165,Developing,Steady,,,,5,3395,102,46649,355,6924,,,,,,,,21871,10176,2.149273,31.79x,20,695318,1514,5890,481778,,,,,1386,3,26519,,,4,,31253,,240,883,,,,,,,,2489,,,,,,,https://open.spotify.com/artist/3VvvNtwzaS0dyqr13Pa113
10227970,May Forth,Japan,Eastern Asia,Asia,,,TRUST RECORDS,,"Japanese Rock,Rock,Dance",,Melodic,32.61311641,343571,Developing,Steady,12400,192900,,,4582,,,,4218,,,,,,,,7149,20566,0.347613,2.5x,30,17895,343,4490,448295,,,,,3,,,1,38,1,,22988,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/6MYn2A1crz0GWAqp2Ctyxj
12827192,Andy Strider,,,,,,Andy Strider,,"Metal,Rock,Dance","Energetic,Aggressive,Heavy,Intense,Cinematic,Dynamic,Adventurous,Dystopian","Workout,Gaming,Working",32.60294287,343725,Developing,Slowing,,,,,,,,,1536,,,,,,,,7099,29490,0.240726,12.35x,32,87695,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/3JSA46GzPRMj9nev5VqSEg
280109,Leeroy Stagger,Canada,North America,North America,He/Him,Solo Artist,Tonic Records,,"Singer/Songwriter,Indie Folk,Rock","Reflective,Introspective,Contemplative,Melancholic,Calm,Atmospheric,Brooding,Emotional","Acoustic,Late-night,Reassured,Roadtrip",32.42671515,346415,Developing,Steady,,,,26,90166,16,1011081,1455,23001,,,,,,,,4057,7612,0.532974,131x,17,531451,1274,331,226727,,,13.0303,2,272,,,167,,22,4,5740,1.3073,775,,3900,187,,,,2,4836,2874,,,,,13-17: 0.8%%; 18-24: 8.6%%; 25-34: 28.6%%; 35-44: 27.6%%; 45-64: 34.1%%; 65-: 0.3%%,F: 41%; M: 59%,https://open.spotify.com/artist/3ltVtf7QHIwJBNQHqjb9UI
6066952,DazzlingBAD,,,,,,DazzlingBAD,,"Anime,Punk,Darkwave","Emotional,Atmospheric","Soft,Working,Sleep,Noise,Melodic",32.38397924,347063,Developing,Slowing,,,,632,694399,,,,2095,316,30,,5443,,,,33299,16525,2.015068,7.42x,28,247186,2878,,,,,,,469,,,,,,,,,2,,,,,,,,,,,,,,,,https://open.spotify.com/artist/2dTgxXj3wbPFIUG9pa1NWc
1320927,Zemeth,Japan,Eastern Asia,Asia,,,Zemeth,,"Rock,Metal,Soundtrack","Melancholic,Intense,Sorrowful,Aggressive,Brooding,Heartbroken,Haunting,Mysterious","Melodic,Sleep,Working,Sleeping,Noise,Exploring,Focus",32.2519387,349094,Developing,Slowing,,,,4,2401,,,,1712,,,,,,,,17217,19040,0.904254,5.2x,31,89572,2073,,,,,,,268,,,,,,,,,7,,,,,,,,,,,,,,,,https://open.spotify.com/artist/3iIwFstdYwT1mrPgNqTUVY
11770086,Luke Tyler Shelton,,,,He/Him,,Concord (Concord Records),Large Indies,"Rock,Indie","Affectionate,Grateful,Heartwarming,Intimate,Calm,Laidback",Acoustic,31.83794278,355509,Developing,Steady,8347,152800,,26,12761,22,5765,46,1231,,,,,,,,3670,31591,0.116172,62.37x,25,228885,528,297,73159,,,,,17,1,762,,,1,,10319,9.421,22,5,,,,,,,,,,,,,13-17: 7.1%%; 18-24: 43.9%%; 25-34: 39.6%%; 35-44: 6.9%%; 45-64: 2.6%%,F: 55.7%; M: 44.3%,https://open.spotify.com/artist/403x11RUETcMwsBZlbneLC
10114802,larval therapy,United States,North America,North America,,,Unknown Label,,"Goregrind,US Metal",,,31.78948342,356288,Developing,Cooling,,,,90,149961,,,,8026,,,,,,,,21268,12912,1.64715,4.25x,25,90321,4536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/7HcjufqXrBlYl8uCI1ep5X
9037440,Return To Saturn,,,,,,Sommersville Records,,"Dance,Electronic,House","Atmospheric,Energetic,Hypnotic,Ethereal,Chill,Upbeat,Emotional,Groovy","Dancy,Late-night,Mornings,Melodic,Cruising",31.77169523,356574,Developing,Steady,,,,,,,9,4,17052,,,,,,,,895,16884,0.053009,411.53x,19,368321,1473,,,,,,,13,2,1441,,,1,,,,181,,,,,,,,,100,,,,,,,https://open.spotify.com/artist/7rZrfvI4vvejRDgYoVoJF4
7353561,bongabonga,Indonesia,Southeast Asia,Asia,,Group,CV BONGABONGA THRASHINDO,,"Metal,Rock,Indonesian Indie","Energetic,Heavy,Wild","Noise,Running",31.69546525,357758,Developing,Steady,,,,176,254291,,,,333,,,,,,,,10427,10347,1.007732,5.88x,17,61327,699,2360,487541,,,,1,35,,,7,,,,38516,,8,,,,,,,,,153,,,,,,,https://open.spotify.com/artist/2MyiPOWW8jtDSMvsTvOxa7
11693156,Appalachian Anarchy,,,,,,Mighty Happy Crew,,"Rock,Metal,Dance","Adventurous,Energetic,Thrilling,Chaotic,Entertaining,Exciting,Frenetic,Adrenaline","Revolution,Biking,Drinking,Acoustic,Melodic,Rural,Driving,Mountains",31.4271603,362051,Developing,Cooling,,,,2,5063,63,140,38,5661,,,,,,,,16035,20839,0.769471,41.19x,26,660492,1289,61600,11635151,,57400,,,471,,,,,,,454,,4,,,,,,,,,,,,,,,,https://open.spotify.com/artist/59JuXWTqK2cLCvSNz63fqN
1326776,Chaldean Assyrian Syriac Aramaic,,,,,Group,365mediashare,,"Christian,Worship,Celtic","Spiritual,Devoted,Faithful,Solemn",Worshipping,31.28284821,364334,Developing,Steady,,,,485,1075883,,,,19942,,,,,,,,1312,28831,0.045507,77.81x,27,102092,1096,,,,,,,117,,,,,,,,,67,,,,,,,,,,,,,,,,https://open.spotify.com/artist/4fSgBXyl6FGwXf3ZqeHS3F
7215260,Brandon McKagan,,,,,,Unknown Label,,"Metal,Rock,Dance","Dark,Heavy,Atmospheric,Intense,Tense,Adrenaline,Dynamic,Violent","Gaming,Workout,Guitar,Working,Driving,Focus,Background",30.70293279,374032,Developing,Slowing,,,,0,,,,,2339,,,,,,,,4688,22188,0.211285,23.61x,35,110682,1490,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/3dSAGs1Kbj6Qse4de7hzyj
4468594,Grapefruit Astronauts,Czech Republic,Eastern Europe,Europe,,Group,Grapefruit Studio,,"Progressive Rock,Metal,Metalcore","Atmospheric,Calm,Chill,Dynamic,Intense","Relaxation,Garden,Nature",29.81672637,389032,Developing,Steady,,,,,,,,,3813,,,,,,,,9654,21216,0.455034,8.95x,24,86357,1341,5,103047,,,,,220,,,,,1,,5087,,12,,,,,,,,,,,,,,,,https://open.spotify.com/artist/1jA6wasaedUfXQrOPPwNhl
9725582,甘い暴力,Japan,Eastern Asia,Asia,,Group,CRIMZON,,"Vocaloid,Visual Kei,Anime","Catchy,Eccentric,Intense,Seductive","Soft,Noise,Summer,Sleeping",29.59480667,392839,Developing,Growth,,,,,7225052,,,,4101,,,,,,,,13155,15360,0.856445,5.71x,37,75116,995,,,,,,,,,,,,1,,16093,14.7161,9,,,,,24170,1667,,,,,,,,13-17: 6.2%%; 18-24: 48.3%%; 25-34: 41%%; 35-44: 3.8%%; 45-64: 0.7%%,F: 92.2%; M: 7.8%,https://open.spotify.com/artist/16Sq7Ciitf4Ii8F6WYD6qw
75070,Signals Midwest,United States,North America,North America,,Group,LAUREN RECORDS,,"Emo,Skramz,Alternative","Melancholic,Nostalgic,Sincere,Heartbroken,Moving,Bittersweet,Evocative","Summer,Noise,Guitar,Ambient",29.10608471,401505,Developing,Steady,,,,18,11802,26,44255,275,1425,,,,,,,,12517,15017,0.833522,11.5x,22,143976,2671,,,,,,,309,,,,,8,,5879,,9,,5600,0,,,,9,,5464,,,,,,,https://open.spotify.com/artist/16AdioxYOukoGrCeLV9QGF
10751844,ARKA'N ASRAFOKOR,,,,N/A,,Reigning Phoenix Music,,"Metal,Rock,Folk Metal","Angry,Rebellious,Aggressive,Defiant,Intense,Motivational,Protesting,Uplifting",Traveling,28.98831249,403715,Developing,Steady,3286,8351,,,,,,,1756,,,,,1,,,21419,7325,2.924096,3.79x,18,81164,616,10200,778298,,,,,1835,1,12527,24,,1,,12437,,42,,21000,5,,,,18,,2318,,,,,,,https://open.spotify.com/artist/6l8FgxcVWdqGn25uZY2rgY
295685,Grillijono K.O.,Finland,Northern Europe,Europe,,,Unknown Label,,"Alternative,Rock,Finnish Pop",,,28.96701649,404093,Developing,Steady,,,,9,12416,,,,511,,,,,,,,3143,6536,0.480875,12.13x,22,38116,1507,,,,,,,113,,,,,,,,,29,,,,,,,,,409,,,,,,,https://open.spotify.com/artist/08QXOSGFgaJw93nk0a2Dk5
14100846,Draven Lee zaste,,,,,,Distrokid,,Lofi,,,28.79353888,407306,Developing,Growth,,,,,,,,,702,,,,,,,,4785,23943,0.19985,0.9x,26,4288,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/7vZ5ihO2B5uR2cvEO7CWSt
9153788,VAMPIRE ROSE,United States,North America,North America,,Group,OMAESAN RECORDS,,"Anime,Punk,Darkwave","Dark,Heavy,Dramatic,Eerie,Energetic,Aggressive,Dynamic,Intense","Working,Garden,Noise,Sleep,Urban",28.44307795,413754,Developing,Slowing,,,,,,,,,,,,,,,,,17900,11027,1.623288,5.36x,23,95962,1448,1350,145852,,,,,210,,,4,,,,,,1,,,,,,,,,,,,,,,,https://open.spotify.com/artist/40tr906zgdoCkJxpVxzZzp
10883004,Grymheart,,,,They/Them,,Scarlet Records,,"Rock,Metal,Power Metal","Adventurous,Dark,Atmospheric,Epic,Mysterious,Heavy",,28.14974125,419113,Developing,Steady,,,,,,,,,2621,,,,,,,,7372,19705,0.374118,9.05x,26,66732,749,,,,,,,245,,,3,,,,1666,,5,,,,,,,,,,,,,,,,https://open.spotify.com/artist/4SlhNbOnl7dC1fSZzchJTE
10498657,Thus Spoke Zarathustra,United States,North America,North America,,,Prosthetic Records,,"Death Metal,Deathcore,Metalcore","Heavy,Dark",Workout,27.83186301,425022,Developing,Steady,,,,,,,,,402,,,,,,,,9864,11939,0.8262,9.2x,26,90730,2057,,,,,,,,,,,,,,,,38,,,,,,,,,1448,,,,,,,https://open.spotify.com/artist/3TQvQT0PqlTLLENO4L3Tik
1228399,Raging Sea,Brazil,South America,South America,,,Unknown Label,,"Anime,Game-Pop,Soundtrack",,,27.56417528,430031,Developing,Growth,,,,,,,,,,,,,,,,,6760,9807,0.689304,4.36x,25,29446,369,27500,8366690,,,,,203,,,10,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/3EI7GXHgQNi22AQcPpcyjJ
54528,Stories Through Storms,United States,North America,North America,,Group,IndEpeNdEnT,,"Progressive Rock,Post-Hardcore,Rock","Emotional,Heartbroken,Longing,Reflective,Vulnerable","Melodic,Noise,Focus,Workout",27.46904608,431820,Developing,Growth,,,,,,207,50675,909,1663,,,,,,,,6668,27419,0.243189,311.85x,22,2079435,1723,2120,289086,,,0.3774,,117,,,1,,1,,2529,3.7564,86,4,12000,126,,,,,4053,872,,,,,13-17: 2.4%%; 18-24: 33.3%%; 25-34: 45.9%%; 35-44: 15%%; 45-64: 3.4%%,F: 37.1%; M: 62.9%,https://open.spotify.com/artist/0lr5JmP9qsCGEUADM9uSWC
194438,The Gates Of Slumber,United States,North America,North America,,Group,Svart Records,,"Metal,Rock,Stoner","Dark,Heavy,Aggressive,Angry,Atmospheric,Dramatic,Fighting,Tense","Sleep,Melodic,Noise,Background,Gaming,Workout,Exploring",27.45142824,432156,Developing,Cooling,,,,4,1720,31,414070,2141,684,,,,,,,,12562,2923,4.297639,12.99x,12,163173,894,,,,,,,1011,2,5102,6,,3,,,,29,5,10000,7,,2393,2112,15,6642,2187,,,,,,,https://open.spotify.com/artist/30ZFCxaQeisDgihIZyjOlj
3575305,A Trilha,Brazil,South America,South America,,,,,"Brazilian Worship,Louvores,Rock",Fun,,27.40399602,433062,Developing,Growth,1529,12500,,,,,,,205,,,,,,,,5417,17484,0.309826,64.72x,25,350605,672,6800,577436,,,,,572,4,10266,,,,,10735,,,,,,,,,,,,,0,,,,,https://open.spotify.com/artist/3wHYVqzrG53DzO5mgwp0tk
7649057,Bloat,United States,North America,North America,,,4142291 Records DK2,,"Goregrind,US Metal",,,27.37665016,433588,Developing,Steady,,,,105,179673,,,,633,,,,,,,,10624,6528,1.627451,18.93x,16,201112,3487,,,,,,,,,,99,1430,,,698,,1,,,,,,,,,1985,,,,,,,https://open.spotify.com/artist/6NezMhzlkSaAW7AFpbRczn
9774247,Opium du Peuple,France,Western Europe,Europe,,,Unknown Label,,"French Pop,Alternative,Metal",,,27.35608594,433971,Developing,Growth,,,,3,1364,,,,1434,,,,,,,,4266,10328,0.413052,11.19x,26,47724,345,,,,,,,3651,1,25,,,1,2,,,28,,,,,,,,,601,,,,,,,https://open.spotify.com/artist/1h4LqTF3rRmvSf5YQaL7CV
677902,Astray Valley,Spain,Southern Europe,Europe,,Group,Art Gates Records,,"Progressive Rock,Metal,Rock","Emotional,Heavy,Dark",Melodic,27.09215281,439110,Developing,Growth,,,,6,4426,,17,8,1822,1,,,,,,,7716,19002,0.406063,7.53x,24,58095,730,7190,1025784,,,2.3429,,,,,8,,1,,,1.6588,13,,8100,96,,,,,,477,,,,,13-17: 2.1%%; 18-24: 24.2%%; 25-34: 46.4%%; 35-44: 19.5%%; 45-64: 7.8%%,F: 31.7%; M: 68.3%,https://open.spotify.com/artist/3KaFOzEYQTi5CNc1Y577gx
3760480,Bimopd,Indonesia,Southeast Asia,Asia,,,Unknown Label,,"Progressive Rock,Metalcore,Southeast Asian","Celebratory,Epic,Exciting,Adventurous,Energizing","Drinking,Partying",27.0065529,440812,Developing,Slowing,,,,69,1688166,,,,2568,,,,,,,,16486,13407,1.229656,4.99x,33,82302,1237,,,,,,,20,,,,,,,,,12,,,,,,,,,,,,,,,,https://open.spotify.com/artist/2XvjzM97hdxo1Bd5GoydUY
1205327,IAMONE,Poland,Eastern Europe,Europe,,Group,Unknown Label,,"Metal,Progressive Rock,Deathcore","Determined,Energetic,Experimental",,26.63740602,448189,Developing,Slowing,,,,,,,,,2801,,,,,,,,6183,6806,0.908463,60.39x,17,373403,1634,,,,,,,119,,,157,919,,,1697,,,,,,,,,62,,955,,,,,,,https://open.spotify.com/artist/3fhSDZ3YSUfbYQGTzlolkx
3539524,Znous,Tunisia,Northern Africa,Africa,,Group,Anti-Ta7na Records,,"Metal,Rock,Alternative","Protesting,Heavy,Social justice,Brooding,Defiant,Melancholic,Mysterious,Intense",Revolution,26.42908267,452409,Developing,Steady,,,,15,23265,,,,1951,,,,,,,,11959,8734,1.369247,10.77x,19,128780,1598,,,,,,,517,,,,,,,,,61,,,,,,,,,,,,,,,,https://open.spotify.com/artist/3Z5dr3yRC0mbwGzkGoCYyx
10492632,AUDITORY ANGUISH,United States,North America,North America,,,Unknown Label,,"Goregrind,Hardcore,Beatdown","Fun,Aggressive,Humorous","Drinking,Partying",26.21355632,456788,Developing,Cooling,,,,,,,,,1447,,,,,,,,1851,2998,0.617412,48.27x,27,89357,1774,,,,,,,17,,,,,,,,,5,,,,,,,,,262,,,,,,,https://open.spotify.com/artist/10dTG5wFGlKKH0aryYHrCR
4859565,Toughguy,United States,North America,North America,,,Unknown Label,,"Goregrind,US Metal",,,26.21006908,456856,Developing,Cooling,,,,35,43633,,,,384,,,,,,,,10477,7976,1.313566,15.41x,22,161410,4135,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,https://open.spotify.com/artist/5ft5lEIsdzSDKx0tA2rPJH
216325,The Words We Use,United States,North America,North America,,Group,Unknown Label,,"Progressive Rock,Alternative Rock,Pop Punk","Evocative,Abstract,Atmospheric,Sentimental,Vulnerable",,26.187667,457306,Developing,Slowing,,,,1,760,14,7835,192,2466,,,,,,,,6188,6977,0.886914,24.58x,18,152115,1244,,,,,,,1074,,,649,687774,,,,,,,,,,,,57,12760,2014,,0,,,,,https://open.spotify.com/artist/4NzlVVIKbkYRkp8hr6toEi
660070,Parti!,United States,North America,North America,,Group,Unknown Label,,"Alternative,Rock,Pop Punk",,,25.13533556,479441,Developing,Steady,,,,30,89989,,,,1276,,,,,,,,4442,3517,1.263008,54.54x,13,242249,1644,,,,,,,9,,,,,1,,,,3,,,,,19891,11238,25,,,,,,,,,https://open.spotify.com/artist/1b17pNackw7aDoGd6NIZzK
364445,Kill Devil Hill,United States,North America,North America,,Group,Legend Recordings,,"Metal,Rock,US Metal","Heavy,Gritty,Aggressive,Brooding,Determined,Fighting,Moody,Introspective","Drinking,Driving,Roadtrip,Working,Workout",24.78147311,486940,Developing,Slowing,,,,34,17060,476,1083411,10376,10464,,,,,,,,15897,8667,1.834199,4.9x,17,77974,1104,3960,688430,,,,,2972,,,,,,,2342,,165,15,,,,,,34,,4207,,,,,,,https://open.spotify.com/artist/45gTrJcFdq1HhxZjNlPEcM
4219393,Ashmaze.,,,,,,Unknown Label,,"Anime,Rock,Progressive Rock",,,24.44723009,494244,Developing,Slowing,,,,13,14085,,,,1376,,,,,,,,21104,7675,2.749707,7.08x,23,149432,1836,,,,,,,241,,,,,,,,,2,,,,,,,,,,,,,,,,https://open.spotify.com/artist/1KtNSawz6BDskQOgeRw9a2
9330948,Sinister Feeling,United States,North America,North America,,,Delayed Gratification Records,,"Hardcore,Beatdown,Goregrind",,,24.19091219,500067,Developing,Growth,,,,,,,,,,,,,,,,,2819,7972,0.353613,12.95x,17,36499,754,,,,,,,,,,,,,,,,2,,,,,,,,,693,,,,,,,https://open.spotify.com/artist/3KD8X5Li747WI4MyhGf43P
4723003,Emphuria,Brazil,South America,South America,,,Emphuria,,"Hard Rock,Progressive Rock,Metal",,,24.15453887,500893,Developing,Steady,,,,3,1167,,,,1870,,,,,,,,8120,14644,0.554493,7.49x,25,60828,344,1090,107260,,,,,644,1,1311,,,,,32273,,,,,,,,,,,224,,,,,,,https://open.spotify.com/artist/4CpcVmCj04ADMM6PPUlZc5
3571442,Volatile Ways,United States,North America,North America,,Group,Unknown Label,,"Hardcore,Beatdown,US Rock","Heavy,Violent,Angry",Guitar,23.97655329,505008,Developing,Cooling,,,,19,162,,,,1310,,,,,,,,18458,8587,2.149528,10.26x,20,189443,3386,,,,,,,347,,,,,1,,18229,,113,,,,,,,,,2058,,,,,,,https://open.spotify.com/artist/5tzKHMv3nxruSxWiLcrVIt
847165,Before Breathing,Chile,South America,South America,,Group,Unknown Label,,"Deathcore,Progressive Rock,Pop",,,23.97268658,505102,Developing,Slowing,,,,5,1888,,,,421,,,,,,,,3585,666,5.382883,44.72x,5,160328,347,,,,,,,102,,,4,,,,14882,,,,15000,8,,,,75,,,,,,,,,https://open.spotify.com/artist/2lKpiEXSugwW8iQFyL4U7q
3883811,Hackedface,Ukraine,Eastern Europe,Europe,,Group,Unknown Label,,"Rawstyle,Progressive Rock,Post-Hardcore",,,23.91693266,506343,Developing,Slowing,,,,32,174897,,,,5839,,,,,,,,3055,6610,0.462179,52.48x,18,160313,1629,,,,,,,142,,,,,,,,,17,,,,,,,,,,,,,,,,https://open.spotify.com/artist/4GIyZ8aBc3t04EYYp2zb4v
1121346,Divisive,United States,North America,North America,,Group,Unknown Label,,"Deathcore,Metalcore,Southern Hip-Hop","Heavy,Aggressive,Intense,Angry,Dystopian",,23.84570081,507976,Developing,Cooling,,,,135,354184,1,1563,30,8033,,,,,,,,7934,3427,2.315144,34.2x,14,271382,3832,,,,,,,146,,,,,2,,,,4,,,,,,,41,,579,,,,,,,https://open.spotify.com/artist/7J0ZwYG57Ruw6ExLKls9PC
245767,Crimson Moonlight,United States,North America,North America,,Group,Unknown Label,,"Metal,Alternative Rock,Deathcore",,,23.61684942,513390,Developing,Steady,,,,4,1650,5,66,97,758,,,,,,,,15665,3596,4.356229,7.77x,15,121704,972,1930,274796,,,,,1439,,,,,3,,3401,,2,,,,,,,21,3195,995,,,,,,,https://open.spotify.com/artist/3BK5u7xOPJU8ERq8w27hnk
4256074,KAKUMAY,,,,,Group,KAKUMAY,,"Dance,Electronic,Progressive Rock",,,23.4999148,516147,Developing,Cooling,,,,,,,,,1166,,,,,,,,12175,6372,1.910703,14.86x,22,180873,1463,7140,1092771,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/1s1Fq0sBPidFTWX4tyiUyp
921921,Fiends,United States,North America,North America,They/Them,,Unknown Label,,"Progressive Rock,Metal,Rock",,,23.48388511,516552,Developing,Cooling,,,,3,1092,,,,1266,,,,,,,,10624,8278,1.283402,6.11x,18,64888,2763,,,,,,,,,,,,1,,,,3,,,,,,,,,,,0,,,,,https://open.spotify.com/artist/59iJW8QarPpbSLWJVbsRoJ
10648240,BRACES,,,,They/Them,,Unknown Label,,"Death Metal,Progressive Rock,Rock","Heavy,Fun,Violent",Workout,23.43134299,517802,Developing,Steady,,,,,,,,,758,,,,,,,,2484,5471,0.45403,77.13x,18,191595,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/1oZBET0PBRusndmvbnlz9W
11510685,Omnivide,,,,They/Them,,Unknown Label,,"Metal,Rock,Dance",,,23.36438923,519376,Developing,Growth,,,,,,,,,836,,,,,,,,7074,9128,0.774978,10.15x,22,71820,347,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,https://open.spotify.com/artist/58iZiFQBnlpS1LQCLZIaw2
11248138,SKYLIMIT,,,,N/A,,Unknown Label,,"Progressive Rock,Dark Internet Pop,Rock","Mournful,Brooding,Empowering,Melancholic,Anxious,Sad,Anthemic,Energetic","Running,Workout",23.19909799,523277,Developing,Cooling,,,,34,26921,,,,909,,,,,,,,7694,9937,0.774278,4.79x,19,36860,1415,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,https://open.spotify.com/artist/0nVXrDRq7wclKSd7nOBiPt
10142506,Scarlet Rot,,,,,Group,Unknown Label,,"Deathcore,Metalcore","Heavy,Fun","Noise,Workout",23.19716763,523317,Developing,Cooling,,,,6,663,,,,2348,,,,,,,,11525,6821,1.689635,11.26x,16,129754,2371,,,,,,,123,,,,,,,,,11,,,,,,,,,,,,,,,,https://open.spotify.com/artist/6IAkJBTXy5Bf5J438qF1R6
8311270,BULMA ブルマ,United States,North America,North America,N/A,,Unknown Label,,"Goregrind,US Metal",,,23.14881507,524456,Developing,Cooling,,,,8,8464,,,,7908,,,,,,,,12550,4012,3.128116,7.49x,16,94047,3062,,,,,,,101,,,,,,,,,14,,,,,,,,,,,,,,,,https://open.spotify.com/artist/1015ikeVHCuZ4WmWKoQflw
232652,Aetherian,Greece,Southern Europe,Europe,,Group,Unknown Label,,"Metal,Rock,Progressive Rock",,,23.04992007,526851,Developing,Steady,,,,24,7935,,,,3031,,,,,,,,13989,3955,3.537042,7.08x,16,99104,1515,24900,5109091,,,,,852,,,276,1824,,,,,16,7,,,,,,,,1335,,,,,,,https://open.spotify.com/artist/3dpDSmg1jDGvwMVQxhDYlw
286273,Suasion,United States,North America,North America,,Group,Atomic Fire Records,,"Progressive Rock,Post-Hardcore,Alternative Rock","Determined,Heavy,Intense,Atmospheric,Empowering,Dynamic",Melodic,23.0384976,527127,Developing,Slowing,432,2247,4.8724,59,1008741,4,3669,19,9944,,,,,,,,9370,12982,0.721769,47.04x,19,440803,3192,4530,1494553,,,5.708,,1166,1,5,61,6524,1,,5513,3.0135,29,,10000,0,,237,586,,6426,1456,,,,,13-17: 3.4%%; 18-24: 36.1%%; 25-34: 47.2%%; 35-44: 11%%; 45-64: 2.3%%; 65-: 0%%,F: 29.1%; M: 70.9%,https://open.spotify.com/artist/3By3NlIbjZW9Uqlph8kcgK
