Chartmetric ID,Artist,Country,Region,Continent,Pronouns,Solo/Group,Associated Labels,Label Category,Genres,Moods,Activities,Chartmetric Score,Chartmetric Rank,Career Stage,Recent Momentum,TikTok Followers,TikTok Likes,TikTok Engagement Rate,TikTok Posts,TikTok Views,Pandora Monthly Listeners,Pandora Streams,Pandora Artist Stations,Shazams,Line Music Artist Likes,Line Music Likes,Line Music Video Views,Line Music Streams,Melon Fans,Melon Video Likes,Melon Video Views,Spotify Followers,Spotify Monthly Listeners,Spotify Conversion Rate,Spotify Reach / Followers Ratio,Spotify Popularity,Spotify Playlist Reach,Spotify Playlist Count,YouTube Channel Subscribers,YouTube Channel Views,YouTube Daily Video Views,YouTube Monthly Audience,YouTube Engagement Rate,YouTube Playlist Count,Deezer Fans,Deezer Playlist Count,Deezer Playlist Reach,SoundCloud Followers,SoundCloud Streams,Apple Music Playlist Count,Amazon Music Playlist Count,Instagram Followers,Instagram Engagement Rate,Radio Spins,SiriusXM Spins,Facebook Followers,Facebook Talks,Snapchat Followers,X Followers,X Post Count,Wikipedia Views,Bandsintown Followers,Songkick Fans,Boomplay Streams,Boomplay Favorites,Genius Views,Twitch Followers,Audience Age,Audience Gender,Spotify Links
3501,Bruno Mars,United States,North America,North America,He/Him,Solo Artist,WMG (Atlantic),Major Labels,"Pop,Dance Pop,Funk","Fun,Affectionate,Upbeat,Celebratory,Romantic,Energetic,Heartbroken,Catchy","Dancy,Partying,Self-love,Bonding,Urban,Drinking,Daydreaming,Reassured",99.08195348,3,Superstar,Growth,16000000,79600000,23.7524,52429895,84240977000,5329350,10908690891,52529521,315358226,545400,1262690,64415,179689496,97425,9361,2181165,80675413,135706185,0.594486,12.29x,94,991365922,2643861,43300000,25113856444,18016548,654000000,0.4744,1082,12511425,1720,68339312,807239,76404561,2918,1105,42923278,4.1625,7816667,74574,57000000,229042,,36693741,5081,9104,8732504,6042159,,,46208700,,13-17: 5.8%%; 18-24: 35.5%%; 25-34: 43.2%%; 35-44: 12.1%%; 45-64: 3.4%%; 65-: 0%%,F: 64.6%; M: 35.4%,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C
1404155,Lola Young,United Kingdom,Western Europe,Europe,,Group,UMG (Island Records),Major Labels,"Alternative,Pop,R&B/Soul","Emotional,Heartbroken,Vulnerable,Raw,Melancholic,Introspective,Sad,Intimate","Self-love,Dancy,Urban,Daydreaming,Late-night,Bonding,Reassured,Acoustic",93.01428293,723,Superstar,Cooling,2700000,49200000,4.1529,2847808,9422470690,501970,38747820,97994,16879632,63,72,,30733,1074,4,379,1704452,24263048,0.070249,120.68x,75,205697701,351320,642000,413374536,554920,15600000,1.0051,199,85819,214,22755391,28486,7579943,322,307,1950241,12.7166,693166,8338,129000,2778,,,,58,147678,378491,,,474384,,13-17: 6.5%%; 18-24: 41.2%%; 25-34: 39.9%%; 35-44: 9.3%%; 45-64: 3.2%%; 65-: 0%%,F: 73.6%; M: 26.4%,https://open.spotify.com/artist/67FB4n52MgexGQIG8s0yUH
106214,Dread Mar I,Argentina,South America,South America,He/Him,Solo Artist,SME,Major Labels,"Latin Folk,Reggae Argentino,Dub Reggae","Heartbroken,Melancholic,Romantic,Chill,Relaxed,Uplifting,Emotional,Affectionate","Vacation,Summer,Reassured,Revolution,Beach,Bonding,Daydreaming,Self-love",90.85545949,1497,Superstar,Steady,125800,509300,1.5064,1298553,3157645433,180292,72217437,336853,8578204,,,,,,,,3092557,9827666,0.314679,7.12x,71,22020581,130451,6180000,5588906735,2408113,16600000,0.0894,17,711586,38,341806,51256,17821482,65,25,1796528,0.6673,40019,420,5800000,26135,,216621,4174,272,,145783,,,29539,,13-17: 3.1%%; 18-24: 33.5%%; 25-34: 48.5%%; 35-44: 12.8%%; 45-64: 2%%; 65-: 0%%,F: 55.6%; M: 44.4%,https://open.spotify.com/artist/1aw0Cdl1DIrtUrUA6fGbAR
10754388,Lyrical Lemonade,United States,North America,North America,,Group,UMG (Def Jam),Major Labels,"Hip-Hop/Rap,Trap,US Hip-Hop/Rap","Aggressive,Energetic,Confident,Hype,Intense,Angry,Chaotic,Contemplative","Urban,Revolution,Self-love,Daydreaming,Focus,Driving",88.6067663,2712,Mainstream,Slowing,1900000,31400000,1.2183,29480,95208139,91,1030464,1658,1121678,,,,,,,,248653,1997749,0.124467,60.07x,56,14935975,131819,24000000,13025201682,,,0.3674,23,2718,26,469721,,,32,37,4958190,0.8952,8372,413,76000,69,,,,13162,,,,,189830,,13-17: 7.6%%; 18-24: 48.7%%; 25-34: 36.4%%; 35-44: 5.9%%; 45-64: 1.5%%; 65-: 0%%,F: 20.8%; M: 79.2%,https://open.spotify.com/artist/3VrGfWE8YdYMK4ySpnE0ly
2281,A Day To Remember,United States,North America,North America,,Group,Victory Records,,"Pop Punk,Melodic Hardcore,Emo","Angry,Energetic,Heartbroken,Aggressive,Anthemic,Emotional,Cathartic,Melancholic","Revolution,Driving,Reassured,Daydreaming,Partying,Roadtrip,Self-love,Vacation",88.31473493,2904,Mainstream,Steady,349100,3000000,9.3466,113469,249258745,503070,1410295629,5052567,4932044,,,,,,,,2579149,5453935,0.472897,21.64x,70,55803141,235444,1070000,778942885,344188,2290000,0.0343,30,483733,63,377864,14395,2639668,161,160,1128427,1.7765,85499,6551,4099999,2921,23486,745673,3848,689,2918369,810418,,,1901447,,13-17: 3.6%%; 18-24: 38.7%%; 25-34: 46.9%%; 35-44: 9.1%%; 45-64: 1.7%%; 65-: 0%%,F: 47.7%; M: 52.3%,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN
89,The Chemical Brothers,United Kingdom,Western Europe,Europe,,Group,UMG (Virgin Records),Major Labels,"Electronic,Dance,House","Energetic,Exciting,Entertaining,Adrenaline,Upbeat,Intense,Fun,Anthemic","Dancy,Partying,Driving,Workout,Late-night,Urban,Revolution,Daydreaming",88.23627639,2957,Superstar,Steady,35200,128600,6.5994,223511,706163489,58451,108117279,707369,21655103,8820,11488,1434,2809739,,,,2305955,4028675,0.572385,30x,62,69180452,298485,980000,831452237,265031,3790000,0.695,46,6405,266,1034438,67260,3666057,589,211,568760,4.1767,151847,1531,2100000,130,,253058,6113,1002,785609,,,,314286,,13-17: 1.7%%; 18-24: 14.4%%; 25-34: 42.8%%; 35-44: 30.4%%; 45-64: 10.8%%,F: 29.9%; M: 70.1%,"https://open.spotify.com/artist/3yEl3yHThdAfvQ58hCCSen, https://open.spotify.com/artist/1GhPHrq36VKCY3ucVaZCfo"
9428605,ZOMBIES – Cast,United States,North America,North America,,Group,Disney Music Group,,"Pop,Soundtrack,US Pop","Empowering,Energetic,Upbeat,Celebratory,Anthemic,Fun,Cheerful,Uplifting","Dancy,Bonding,Partying,Revolution,Self-love,Vacation,Daydreaming,Summer",87.47117828,3506,Mainstream,Steady,1100000,38500000,17.4134,1957429,2192776092,,1811212,6669,2314977,,,,,,,,330700,3404884,0.097125,39.12x,68,12938438,39931,38600,54131816,,,0.0544,20,29349,7,2874,2567,1268920,53,18,,,155,2554,7000000,1588205,,,,,13517,,,,1309050,,13-17: 10.4%%; 18-24: 49.4%%; 25-34: 29.8%%; 35-44: 7.9%%; 45-64: 2.4%%; 65-: 0.1%%,F: 76.4%; M: 23.6%,https://open.spotify.com/artist/2L7RaHwfVU6ge64IJF8GO5
537975,Shiva,Italy,Southern Europe,Europe,He,,Milano Ovest,,"Italian Hip-Hop,European Hip-Hop/Rap,Italian Trap","Energetic,Confident,Aggressive,Hype,Melancholic,Heartbroken,Intense,Determined","Urban,Partying,Late-night,Dancy,Driving,Bonding,Cruising,Revolution",87.05341228,3831,Mainstream,Slowing,1200000,13100000,28.2683,1376442,1741784539,34,64424,6310,6562483,,,,,,,,3108960,3770173,0.82462,6.56x,74,20403529,123925,1330000,923378881,,3460000,3.5449,7,1,19,3191275,,,89,164,2321905,14.809,29411,,13000,0,,1402,184,61,,44828,,,4445183,,13-17: 7.4%%; 18-24: 51.6%%; 25-34: 35.4%%; 35-44: 4.4%%; 45-64: 1.1%%; 65-: 0%%,F: 32.4%; M: 67.6%,https://open.spotify.com/artist/2K5nCggbhSZ00YCYP5qkZS
206686,Pendulum,Australia,Oceania,Oceania,,Group,UMG (Virgin Records),Major Labels,"Electronic,Dance,Drum & Bass","Energetic,Dynamic,Intense,Adrenaline,Aggressive,Exciting,Heavy,Hype","Dancy,Driving,Workout,Late-night,Partying,Melodic,Urban,Revolution",83.7402355,7102,Superstar,Steady,84100,1000000,0.9382,464240,2842712788,33012,263804095,795332,5973583,1454,204,,37723,,,,1048338,3291598,0.318489,40.4x,63,42355197,209214,736,233696,196044,,,26,368268,54,975936,109394,6401036,125,83,205697,1.8744,26174,791,1700000,395,,104227,1823,373,667939,516213,,,281212,,13-17: 2.6%%; 18-24: 31.6%%; 25-34: 46.6%%; 35-44: 16%%; 45-64: 3.3%%,F: 25.6%; M: 74.4%,https://open.spotify.com/artist/7MqnCTCAX6SsIYYdJCQj9B
707,Buena Vista Social Club,Cuba,Caribbean,North America,He/Him,Solo Artist,BMG (World Circuit),Large Indies,"Latin Jazz,Instrumental,Percussions","Nostalgic,Celebratory,Melancholic,Romantic,Affectionate,Heartwarming,Calm,Soulful","Dancy,Vacation,Daydreaming,Rural,Bonding,Summer,Partying,Relaxation",83.66840084,7187,Mainstream,Steady,66400,540000,0.9864,48983,247178722,106058,258208227,1201680,4817149,243,143,,15621,1636,,,1488424,3891453,0.382485,11.97x,64,17818958,190283,154000,94629473,,,0.1409,10,615831,63,2642980,,,105,14,330660,1.4207,24814,5399,1100000,22446,,7338,683,1034,284156,498563,,,344759,,13-17: 1.6%%; 18-24: 14.9%%; 25-34: 39.6%%; 35-44: 27.9%%; 45-64: 15.8%%; 65-: 0.1%%,F: 42.5%; M: 57.5%,https://open.spotify.com/artist/11kBu957KTYoAltZHDm8gW
15021517,ASCEND,,,,,,Eliminate Risk,,French Hip-Hop,"Energetic,Adrenaline,Aggressive,Chill,Relaxed,Party,Dreamy,Dark","Late-night,Dancy,Workout,Night out,Nighttime,Partying,Summer",83.06452973,7927,Mainstream,Explosive Growth,,,,,,,,,109387,,,,,,,,9385,2240424,0.004189,111.47x,61,1046190,1040,,,,,,,,,,5114,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/3Vtn4tPlT2mTkh8WvgBLOJ
103690,Turnpike Troubadours,United States,North America,North America,,Group,Bossier City Records,,"Country,Alt-Country,Texas Country","Nostalgic,Heartbroken,Longing,Melancholic,Reflective,Brooding,Sad,Bittersweet","Rural,Drinking,Driving,Roadtrip,Exploring,Revolution,Mountains,Summer",82.91605109,8116,Mainstream,Steady,97000,837700,10.739,75200,226528439,953181,879812290,1196861,2022685,,,,,,,,677335,2218507,0.305311,17.62x,64,11934893,81879,107000,200384350,107343,680000,0.6774,9,79,6,23,3835,2556368,40,48,498237,1.3869,17424,4473,401000,1740,,106773,5825,841,714546,138355,,,560411,,13-17: 1.9%%; 18-24: 18.8%%; 25-34: 40%%; 35-44: 26.1%%; 45-64: 13%%; 65-: 0.1%%,F: 46.2%; M: 53.8%,https://open.spotify.com/artist/1YSA4byX5AL1zoTsSTlB03
601821,WANIMA,Japan,Eastern Asia,Asia,,Group,WMG,Major Labels,"Japanese Rock,Japanese Metal,Japanese","Energetic,Uplifting,Motivational,Hopeful,Determined,Upbeat,Catchy,Empowering","Revolution,Summer,Bonding,Vacation,Partying,Self-love,Driving",79.24365678,13738,Mainstream,Steady,97700,1100000,2.3122,267699,975305147,2,58,38,1423844,336066,915543,49123,128737751,462,,,1465969,1448394,1.012134,4.26x,59,6251615,21055,740000,462758387,225925,5630000,0.1611,11,2273,6,13995,,,64,57,314466,2.2339,6979,,37000,122,,,,349,9552,7461,,,,,13-17: 7.6%%; 18-24: 34.2%%; 25-34: 48.7%%; 35-44: 7.9%%; 45-64: 1.6%%,F: 58.8%; M: 41.2%,https://open.spotify.com/artist/6YqdtpUutxodni6lUD4stM
210261,Anthrax,United States,North America,North America,,Group,Nuclear Blast,,"Metal,Rock,Alternative Metal","Aggressive,Energetic,Intense,Angry,Heavy,Adrenaline,Dynamic,Chaotic","Revolution,Driving,Workout,Partying,Drinking,Night out,Vacation,Relaxation",79.12278984,13955,Mainstream,Steady,4797,26200,,195394,149864458,86282,110857030,546803,1056209,3109,,,,,,,1936051,1152964,1.679195,9.59x,55,18569671,78884,346000,197042995,90053,775000,0.2405,26,1,97,547023,11727,368500,197,75,955675,1.0666,17304,10309,2400000,4974,,446971,10435,11,1061853,280429,,,404878,,13-17: 2.3%%; 18-24: 19.7%%; 25-34: 40.8%%; 35-44: 24.5%%; 45-64: 12.6%%; 65-: 0%%,F: 21.3%; M: 78.7%,https://open.spotify.com/artist/3JysSUOyfVs1UQ0UaESheP
2346,Bassnectar,United States,North America,North America,He/Him,Solo Artist,Amorphous Music,,"Dubstep,Electronic,Dance","Energetic,Celebratory,Dynamic,Entertaining,Exciting,Uplifting,Hype,Fun","Dancy,Partying,Driving,Revolution,Urban,Daydreaming,Workout,Reassured",78.80598696,14534,Mainstream,Steady,,,,15507,70816684,130240,813712599,4013085,5359595,,22150,,3831367,,,,604940,889000,0.680472,25.1x,50,15186508,104841,415000,258341528,45538,520000,0.0366,19,11,24,180019,768093,147012046,85,16,335118,0.1634,4062,67,1200000,2927,,,,262,844049,455388,,1,647162,,13-17: 1.9%%; 18-24: 24.5%%; 25-34: 52.8%%; 35-44: 16.8%%; 45-64: 3.9%%; 65-: 0%%,F: 39.5%; M: 60.5%,https://open.spotify.com/artist/1JPy5PsJtkhftfdr6saN2i
209735,HEALTH,United States,North America,North America,,Group,Loma Vista Recordings,,"Punk,Soundtrack,Game-Pop","Intense,Dystopian,Aggressive,Chaotic,Energetic,Heavy,Atmospheric,Experimental","Driving,Workout,Dancy,Exploring,Late-night,Revolution,Urban,Focus",78.44497617,15212,Mainstream,Steady,21900,452700,6.7489,158555,644607523,20998,9739515,50912,1934384,,4,,30,,,,345628,1448359,0.238634,90.58x,58,31306516,196144,122000,93831275,112130,1310000,0.6443,17,22234,38,315659,17207,1444642,124,49,157747,2.2363,7111,245,100000,1294,,115564,5909,508,117133,158443,,,269040,6560,13-17: 2.5%%; 18-24: 22.3%%; 25-34: 42.2%%; 35-44: 23.2%%; 45-64: 9.6%%; 65-: 0.2%%,F: 46.8%; M: 53.2%,https://open.spotify.com/artist/6FfjnGXMhxSsJTuGLWBDth
825131,Rojuu,Spain,Southern Europe,Europe,,,StarinA,,"Spanish Hip-Hop,Lusopunk,Argentine Hip-Hop","Melancholic,Dreamy,Introspective,Emotional,Energetic,Longing,Contemplative,Chill","Late-night,Urban,Exploring,Partying",78.03030217,16015,Mainstream,Steady,880900,20000000,6.9876,39164,182891870,,141,7,449697,,,,,,,,508168,1021621,0.497413,8.79x,62,4465365,75054,321000,100217062,,428000,2.819,12,12156,9,175098,47089,3242016,12,27,578163,13.1115,600,,,,,137336,8421,,,50765,,,185070,,13-17: 7.8%%; 18-24: 52.9%%; 25-34: 34%%; 35-44: 4%%; 45-64: 1.3%%,F: 43.3%; M: 56.7%,https://open.spotify.com/artist/04mTej6RpWzBxGwhfThpIi
9558439,Aerial Lakes,,,,,Group,Aerial Lakes,,"Ambient,Meditation,Solfeggio","Calm,Soothing,Meditative,Chill,Atmospheric,Uplifting,Healing,Dreamy","Relaxation,Meditation,Sleeping,Sleep",77.70711849,16662,Mainstream,Growth,,,,,,,,,153,,,,,,,,2123,1787395,0.001188,9565.71x,57,20308002,1744,,,,,,,11,1,995,,,,1,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/52GC47uinFvXuWXBqx83nt
149903,Jonathan Young,United States,North America,North America,He/Him,Solo Artist,Jonathan Young,,"Rock,Alternative,Pop","Energetic,Anthemic,Empowering,Dramatic,Motivational,Adventurous,Epic,Emotional","Daydreaming,Revolution,Dancy,Gaming,Reassured,Workout,Vacation,Driving",75.7950013,20808,Mainstream,Steady,727300,10200000,0.5703,49240,112393418,17733,14669764,41945,407118,,1,,15,,,,495635,1041004,0.476112,13.29x,59,6588267,81096,2320000,1102950896,247669,2460000,0.3172,11,25185,2,5052,,,6,,300179,0.531,292,43,146000,7035,,,,6,,47302,,,1186591,17788,13-17: 4.5%%; 18-24: 42%%; 25-34: 42.9%%; 35-44: 8.7%%; 45-64: 1.9%%; 65-: 0%%,F: 50%; M: 50%,"https://open.spotify.com/artist/0h4ukBL7wAWao2VXDusHic, https://open.spotify.com/artist/2IeMt1qx6ZVt1HFjdfE5tl"
4456,Phony Ppl,United States,North America,North America,,Group,WMG (300 Entertainment),Major Labels,"R&B/Soul,Indie Soul,Neo-Soul","Fun,Celebratory,Entertaining,Upbeat,Funky,Groovy,Playful,Energetic","Urban,Dancy,Partying,Daydreaming,Drinking,Late-night",66.48090914,50883,Mid-Level,Growth,42100,808200,1.0119,382038,13032825,19332,15121991,31428,973289,,,,,6859,,,298634,487469,0.612622,37.06x,44,11066035,75813,119000,29265115,,242000,0.1059,6,4,19,367266,43974,3570334,72,14,112702,1.1689,49806,763,110000,8,4042,18239,17966,38,68913,128689,,,341552,2634,13-17: 4.2%%; 18-24: 29.3%%; 25-34: 50.2%%; 35-44: 13.9%%; 45-64: 2.3%%,F: 62%; M: 38%,https://open.spotify.com/artist/0oBsnAC3fzYkTHF3bkfNx6
4210887,Black Spikes,Lithuania,Northern Europe,Europe,,Group,,,"Rock,Alternative,European Pop",,,66.40926123,51173,Developing,Steady,,,,,,,,,1203,,,,,,,,5030,3683,1.365734,6.85x,18,34474,215,,,,,,,179,1,105362,,,1,,,,10,,,,,,,,,,,,,,,,https://open.spotify.com/artist/5OHs983geoRmnuuRVfB2XQ
322783,Electronic,United Kingdom,Western Europe,Europe,,Group,Reymusic,,"Pop,Rock,Electronic","Bittersweet,Energetic,Sarcastic,Atmospheric,Melancholic,Nostalgic,Reflective,Upbeat","Dancy,Partying",66.11575956,52373,Mid-Level,Steady,,,,654,643024,13394,14518055,27499,855441,,,,,,,,160016,285359,0.560753,17.47x,45,2795241,17303,,,,,,8,65986,12,19234,,,37,3,,,17518,1130,,,,,,278,46479,53928,,,,,,,https://open.spotify.com/artist/3xYNGCooNIzKMAtJYKSOyq
291610,Luca Fogale,Canada,North America,North America,He/Him,Solo Artist,Amelia Recordings,,"Indie Folk,Singer/Songwriter,Pop","Contemplative,Melancholic,Emotional,Heartwarming,Reflective,Empowering,Inspirational,Soulful","Self-love,Acoustic,Reassured,Revolution",62.01982713,71021,Mid-Level,Steady,1673,8272,3.7657,2941,15068557,3248,602499,2339,692785,,,,,,,,75991,473363,0.160534,64.67x,48,4914704,27911,21800,11351722,,171000,0.5229,1,1148,2,3007,1680,388038,29,2,26872,2.2566,844,320,9400,131,,1706,428,,15565,44398,,,25558,,13-17: 2.7%%; 18-24: 25.4%%; 25-34: 47.4%%; 35-44: 18.8%%; 45-64: 5.8%%; 65-: 0%%,F: 64.2%; M: 35.8%,https://open.spotify.com/artist/3GKdEPHUSBp3iNT4SG2Med
469645,Dolores Keane,Ireland,Western Europe,Europe,She/Her,Solo Artist,Unknown Label,,"Singer/Songwriter,Pop,Sea Shanties","Calm,Healing,Bittersweet,Family,Intimate,Peaceful,Reflective",Rural,61.0924473,75756,Developing,Steady,,,,61,181042,6030,1185420,10353,59492,,,,,,,,26320,105309,0.249931,28.89x,37,760292,5495,,,,,,2,829,,,,,7,,,,9142,192,,,,,,1391,3262,9285,,,8011,,,,https://open.spotify.com/artist/6nYVwBK8nCQCYlb7rA763B
918665,Bloody Falls,Finland,Northern Europe,Europe,,Group,Unknown Label,,"Metal,Rock,Finnish Metal","Heavy,Dark,Tranquil,Atmospheric,Serious","Melodic,Guitar,Noise,Workout,Focus,Gaming",60.61131772,78291,Developing,Steady,,,,4,4054,,,,1091,,,,,,,,9519,38286,0.248629,36.71x,32,349458,1676,477,58087,,,,,194,1,0,6,,3,,3088,,90,,,,,,,,,,,,,,,,https://open.spotify.com/artist/70aIXAYbZd48wRhXJfa39r
209710,Fractures,Australia,Oceania,Oceania,He/Him,Solo Artist,FADER LABEL,,"Alternative,Indie Folk,Electronic","Emotional,Calm,Atmospheric,Soothing,Chill,Melancholic,Relaxed,Euphoric","Reassured,Daydreaming,Self-love,Dancy,Driving,Focus,Melodic,Relaxation",60.57035926,78509,Mainstream,Steady,787,11800,3.9241,34817,108963640,15687,13144741,6099,509816,,,,,,,,39245,200463,0.195772,407.79x,44,16003748,28933,5840,2220375,,,0.1712,7,3158,11,26431,10895,1209698,56,31,4560,2.024,3950,623,12000,42,,1208,2012,,22081,26688,,1,34269,,13-17: 2.6%%; 18-24: 20.9%%; 25-34: 50.7%%; 35-44: 20.5%%; 45-64: 5.2%%,F: 46.9%; M: 53.1%,https://open.spotify.com/artist/7sjRnhONmeFL1tmlUvdq70
716920,halberd,,,,,,therapy x youngburial,,"Lofi,Ambient,Lo-Fi Beats","Calm,Soothing,Energetic,Determined,Devoted,Dreamy,Entertaining,Laidback",Relaxation,58.90321816,87726,Developing,Steady,,,,1734,10651675,149,319220,320,93220,,,,,115,,,30916,224935,0.137444,236.49x,41,7311378,44123,13,0,,,,,733,12,49642,12141,7980168,9,,12939,3.9095,74,,3100,5,,3975,26297,729,,29969,,,141289,,13-17: 8.1%%; 18-24: 49.1%%; 25-34: 35.8%%; 35-44: 5.7%%; 45-64: 1.2%%; 65-: 0%%,F: 34.7%; M: 65.3%,https://open.spotify.com/artist/7ow7nXWCZuMoU09aRki7GB
563909,As December Falls,United Kingdom,Western Europe,Europe,,Group,AS DECEMBER FALLS,,"Pop Punk,UK Pop,UK Rock","Emotional,Energetic,Melancholic,Anthemic,Cathartic,Heartbroken,Empowering,Motivational","Daydreaming,Late-night,Driving,Workout,Running",58.50881766,90004,Mainstream,Steady,125600,996800,0.4112,4321,5776249,4939,416248,3936,97339,,,,,,,,149610,337551,0.443222,37.46x,48,5604850,11871,51400,12702488,,181000,0.617,1,5262,2,112257,708,,5,11,150742,1.1569,936,6,331000,13745,,4118,2374,81,20339,17228,,0,,3595,13-17: 4.9%%; 18-24: 41.6%%; 25-34: 40.3%%; 35-44: 10%%; 45-64: 3.2%%,F: 51.7%; M: 48.3%,https://open.spotify.com/artist/7Atp614yT56v9XrlqZryzX
14928923,errorz0ne,,,,,,Distrokid,,Metalcore,"Intense,Dystopian",,58.21592112,91718,Developing,Explosive Growth,,,,17100,818,,,,,,,,,,,,7381,219676,0.033599,3.23x,40,23839,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/0H0fZAyMbBJIOPfjK2BxZx
326420,Gost,United States,North America,North America,He/Him,Solo Artist,SME,Major Labels,"Electronic,Dance,Rock","Dystopian,Energetic,Dark,Intense,Heavy,Haunting,Aggressive,Surreal","Gaming,Ambient,Driving,Noise,Workout,Urban",57.77817587,94320,Developing,Steady,,,,8647,11719886,1985,2418977,11069,93637,,,,,,,,80693,111487,0.723788,31.68x,38,2556571,21776,6210,4231660,101819,,0.878,,7756,5,13735,12852,1515458,11,5,21148,1.0892,260,,32000,2,,,,149,21568,18885,,,,,13-17: 1.8%%; 18-24: 17.1%%; 25-34: 49.2%%; 35-44: 25.5%%; 45-64: 6.4%%; 65-: 0.1%%,F: 20.8%; M: 79.2%,https://open.spotify.com/artist/46HcJG62ky3Tj7yJpB2Qqg
170805,The Polish Ambassador,United States,North America,North America,He/Him,Solo Artist,Jumpsuit Records,,"Electronic,Dance,Chill","Celebratory,Dreamy,Fun,Energetic,Uplifting,Upbeat,Chill,Contemplative","Dancy,Partying,Daydreaming,Bonding,Cruising,Vacation,Exploring,Relaxation",57.66931573,94976,Mid-Level,Slowing,,,,1770,1615703,10006,49276642,185040,558644,,,,,,,,137532,264570,0.519832,29.21x,46,4017598,52570,40100,19523747,6360,130000,0.0898,,4487,5,2781,96825,10875752,4,,50330,0.9841,2175,1,121000,921,,,,,138507,63571,,,23582,,13-17: 1.8%%; 18-24: 14.6%%; 25-34: 47.5%%; 35-44: 27.6%%; 45-64: 8.5%%; 65-: 0.1%%,F: 48.1%; M: 51.9%,https://open.spotify.com/artist/2dI9IuajQnLR5dLxHjTTqU
841975,Sinizter,United States,North America,North America,He/Him,Solo Artist,Sinizter,,"Dark Trap,Phonk,House","Aggressive,Intense,Energetic,Angry,Chaotic,Adrenaline,Dark,Rebellious","Urban,Driving,Revolution,Workout,Drinking,Partying,Worshipping,Cruising",57.36067259,96848,Developing,Slowing,4538,53200,2.5698,8857,42072273,6735,320795,1532,163643,,,,,,,,61658,371672,0.165894,163.26x,45,10066109,70680,33300,20712385,,800000,0.2939,2,2468,,,9632,1592885,13,7,25423,1.362,28,2,8200,89,,1622,875,,,12639,,,9598,,13-17: 5.2%%; 18-24: 43.9%%; 25-34: 41.2%%; 35-44: 7.6%%; 45-64: 2.1%%,F: 24.8%; M: 75.2%,https://open.spotify.com/artist/5owshUGXR3vxuTQqfo28Q8
192205,SNAILS,United States,North America,North America,He/Him,Solo Artist,SLUGZ Music,,"Dance,Electronic,Dubstep","Energetic,Exciting,Aggressive,Hype,Upbeat,Entertaining,Thrilling,Dynamic","Dancy,Partying,Driving,Nighttime,Late-night,Self-love,Urban,Workout",56.98867744,99132,Mid-Level,Slowing,29800,723100,1.037,270952,31640238,1135,4546285,76810,657453,,,,,,,,150283,160240,0.937862,45.1x,38,6778491,41318,52600,10947267,6136,95400,0.1524,15,2,19,42549,290891,52735560,50,7,288995,0.2389,373,2,402000,83,,104588,31434,25,202848,66375,,,24572,,13-17: 3.2%%; 18-24: 37.5%%; 25-34: 47.9%%; 35-44: 9.6%%; 45-64: 1.9%%; 65-: 0%%,F: 28.8%; M: 71.2%,https://open.spotify.com/artist/2yT7X3Gg2S51DHz67FAYL6
3572215,Nathan James,United States,North America,North America,He/Him,Solo Artist,Nathan James,,"Progressive Rock,Pop Punk,Dance","Determined,Eerie,Emotional,Anthemic,Intense,Introspective,Motivational,Powerful",Acoustic,55.5648572,108221,Mid-Level,Steady,366900,3300000,0.2941,71684,44721628,2599,942043,5448,118983,,,,,,,,69461,150219,0.462398,38.42x,39,2668575,13281,113000,29890410,,182000,1.0929,1,,3,674,2383,408228,3,,219661,4.3517,858,89,125000,3021,,17365,54423,,12849,8241,,,5131,,13-17: 4.2%%; 18-24: 31.7%%; 25-34: 47.6%%; 35-44: 13.1%%; 45-64: 3.4%%; 65-: 0%%,F: 49.4%; M: 50.6%,https://open.spotify.com/artist/0yvTRHK90NHy9NI4RhEEYS
1574775,They Are Gutting a Body of Water,United States,North America,North America,,Group,ATO Records,,"Shoegaze,Alternative,Black Metal","Experimental,Dreamy,Atmospheric,Contemplative,Intense,Introspective,Melancholic,Brooding","Noise,Dancy,Urban",54.92324807,112483,Developing,Steady,1618,783,3.3375,623,1325809,337,28491,339,28959,,,,,,,,78756,174377,0.451642,44.95x,43,3539804,18959,929,259818,,,30.0323,2,1168,2,27083,,,14,15,55132,13.1385,2096,234,,,,6058,2906,,,37805,,,,,13-17: 6.2%%; 18-24: 36.8%%; 25-34: 41.2%%; 35-44: 12.7%%; 45-64: 3.1%%; 65-: 0%%,F: 32.6%; M: 67.4%,https://open.spotify.com/artist/2VhTBaV2Io9AJe661MUTEj
