,original_name,url,artist_id
shores of lunacy,Shores Of Lunacy,https://open.spotify.com/artist/6xXxjJWRStk7C6hteitGN1,6xXxjJWRStk7C6hteitGN1
malora,Malora,https://open.spotify.com/artist/4KaM55wyd809Mc3vyRhf4i,4KaM55wyd809Mc3vyRhf4i
vi below,VI BELOW,https://open.spotify.com/artist/2FsviknS2HFnHdUeb280M0,2FsviknS2HFnHdUeb280M0
inarius,Inarius,https://open.spotify.com/artist/6geSKTmcSkqTrtuRNFDmqy,6geSKTmcSkqTrtuRNFDmqy
miserere,Miserere,https://open.spotify.com/artist/7fxVlkmfbp6OkSfBRnyMW3,7fxVlkmfbp6OkSfBRnyMW3
health,HEALTH,https://open.spotify.com/artist/6FfjnGXMhxSsJTuGLWBDth,6FfjnGXMhxSsJTuGLWBDth
among you,Among You,https://open.spotify.com/artist/6Qz02nt4isR0wEYnXVn0Ox,6Qz02nt4isR0wEYnXVn0Ox
scabbed,Scabbed,https://open.spotify.com/artist/4qEknlaZ97LKwYdi3fnOoa,4qEknlaZ97LKwYdi3fnOoa
six shots in dallas,Six Shots in Dallas,https://open.spotify.com/artist/4mGy4EZOimbOTHmAxEjGdJ,4mGy4EZOimbOTHmAxEjGdJ
deathless void,Deathless Void,https://open.spotify.com/artist/5183rMOS7baeubPO5lAMM7,5183rMOS7baeubPO5lAMM7
peace pipe,PEACE PIPE,https://open.spotify.com/artist/53tPcppZl03HTrHI0UoUyL,53tPcppZl03HTrHI0UoUyL
our common collapse,Our Common Collapse,https://open.spotify.com/artist/4VTXcebcyltPt1ezdBBMQb,4VTXcebcyltPt1ezdBBMQb
gutsfuck,GUTSFUCK,https://open.spotify.com/artist/6XfY7JzgiWq6DuGNywmWXq,6XfY7JzgiWq6DuGNywmWXq
null dysthymic,Null Dysthymic,https://open.spotify.com/artist/6CeG13ZRFvpuiD0frGUX8x,6CeG13ZRFvpuiD0frGUX8x
texas toast chainsaw massacre,Texas Toast Chainsaw Massacre,https://open.spotify.com/artist/3iPhS5RVBVfuEAe95xw8nl,3iPhS5RVBVfuEAe95xw8nl
kakumay,KAKUMAY,https://open.spotify.com/artist/1s1Fq0sBPidFTWX4tyiUyp,1s1Fq0sBPidFTWX4tyiUyp
bystander,BYSTANDER,https://open.spotify.com/artist/4uYbgRkkg520ViIcz0KXdK,4uYbgRkkg520ViIcz0KXdK
intercessor,Intercessor,https://open.spotify.com/artist/6YwYNzcxiky2niN36Uk9b3,6YwYNzcxiky2niN36Uk9b3
volatile ways,Volatile Ways,https://open.spotify.com/artist/5tzKHMv3nxruSxWiLcrVIt,5tzKHMv3nxruSxWiLcrVIt
luca,LUCA,https://open.spotify.com/artist/3GKdEPHUSBp3iNT4SG2Med,3GKdEPHUSBp3iNT4SG2Med
right here right now,Right Here Right Now,https://open.spotify.com/artist/1LF2clTXldKzeoofiJNf7J,1LF2clTXldKzeoofiJNf7J
nyktophobia,Nyktophobia,https://open.spotify.com/artist/4ufTytsSuwqjE1iSf1GiA5,4ufTytsSuwqjE1iSf1GiA5
exnecros,Exnecros,https://open.spotify.com/artist/3Vt9QI2xMaJc2VNNsb2exe,3Vt9QI2xMaJc2VNNsb2exe
crucifiction,CRUCIFICTION,https://open.spotify.com/artist/1yf1dC29po0p4GRKzrcxGS,1yf1dC29po0p4GRKzrcxGS
human deception,Human Deception,https://open.spotify.com/artist/41FMySLGDPPENq783hR00n,41FMySLGDPPENq783hR00n
beneath a steel sky,Beneath a Steel Sky,https://open.spotify.com/artist/1QRRcsxUk55o21mlH2DGHM,1QRRcsxUk55o21mlH2DGHM
bonecarver,Bonecarver,https://open.spotify.com/artist/4fgXEsajLL71kQlTMo5R29,4fgXEsajLL71kQlTMo5R29
scapegoat,Scapegoat,https://open.spotify.com/artist/2dim4Z22r6hm81faAJ7xTK,2dim4Z22r6hm81faAJ7xTK
searching serenity,Searching Serenity,https://open.spotify.com/artist/5pC6bA1fxOabZ8l2oUUujG,5pC6bA1fxOabZ8l2oUUujG
tornadic,Tornadic,https://open.spotify.com/artist/2pP5J0zNkwzbWO2FkkdOnQ,2pP5J0zNkwzbWO2FkkdOnQ
nothing noble,Nothing Noble,https://open.spotify.com/artist/34Ax6l7iTC4OFZMyo19iPc,34Ax6l7iTC4OFZMyo19iPc
aborted bong rip,Aborted Bong Rip,https://open.spotify.com/artist/2sZbYIG6TD7D8V5WiEOFon,2sZbYIG6TD7D8V5WiEOFon
cryout,cryout,https://open.spotify.com/artist/234qEkYJSyKYY2HJShfc6S,234qEkYJSyKYY2HJShfc6S
unholy orpheus,Unholy Orpheus,https://open.spotify.com/artist/4c4bGsakt9QNeXKCbWMQ2u,4c4bGsakt9QNeXKCbWMQ2u
lamhet,Lamhet,https://open.spotify.com/artist/01ZzSS0sBNJlwGbdCF3jjU,01ZzSS0sBNJlwGbdCF3jjU
no life,No Life,https://open.spotify.com/artist/1AV6c2X9NdJqzPpSr7JziK,1AV6c2X9NdJqzPpSr7JziK
mortal reminder,MORTAL REMINDER,https://open.spotify.com/artist/3GH2UpdVzcDfM4ENH75LfD,3GH2UpdVzcDfM4ENH75LfD
asfirefalls,Asfirefalls,https://open.spotify.com/artist/2JpzcXChqTJM6pjnlTKvWt,2JpzcXChqTJM6pjnlTKvWt
beguiler,Beguiler,https://open.spotify.com/artist/1npWOTnHWv2qnHszPMwHLj,1npWOTnHWv2qnHszPMwHLj
heists,Heists,https://open.spotify.com/artist/7i04oRstVv5xfCRMppUxuF,7i04oRstVv5xfCRMppUxuF
gallamesh,Gallamesh,https://open.spotify.com/artist/5nhUfUVXvd3Pjd9OkKBcEV,5nhUfUVXvd3Pjd9OkKBcEV
wither the fallacy,WITHER THE FALLACY,https://open.spotify.com/artist/7D5a2e3Z3E4b8SGowSNPUd,7D5a2e3Z3E4b8SGowSNPUd
shingeki no awake,Shingeki no Awake,https://open.spotify.com/artist/1TjiODRCGIyAJDSUeKJs2B,1TjiODRCGIyAJDSUeKJs2B
serrabulho,Serrabulho,https://open.spotify.com/artist/2XwCbmJZsAqFKYbP71vs5J,2XwCbmJZsAqFKYbP71vs5J
leer,LEER,https://open.spotify.com/artist/3ltVtf7QHIwJBNQHqjb9UI,3ltVtf7QHIwJBNQHqjb9UI
the forerunner,The Forerunner,https://open.spotify.com/artist/3TWZYikZFbzHnAMh5kfmfq,3TWZYikZFbzHnAMh5kfmfq
these fucking hands,These Fucking Hands,https://open.spotify.com/artist/5vv75r0p38Xma82ksIPvxm,5vv75r0p38Xma82ksIPvxm
vampire rose,VAMPIRE ROSE,https://open.spotify.com/artist/40tr906zgdoCkJxpVxzZzp,40tr906zgdoCkJxpVxzZzp
the automatic singer,The Automatic Singer,https://open.spotify.com/artist/2iy6PKhhvtcPRMlgstQKz2,2iy6PKhhvtcPRMlgstQKz2
hospital,Hospital,https://open.spotify.com/artist/6Z0TOok4QlwXg3TeRhExyv,6Z0TOok4QlwXg3TeRhExyv
cemented in fear,Cemented in Fear,https://open.spotify.com/artist/03Ovop3DuFllxT56ZUBD8H,03Ovop3DuFllxT56ZUBD8H
halo bite,Halo Bite,https://open.spotify.com/artist/7I18r5VZ8g2bJswX2x2tKw,7I18r5VZ8g2bJswX2x2tKw
opponent,Opponent,https://open.spotify.com/artist/4cSlo0UuPbN76e5N4mEeQb,4cSlo0UuPbN76e5N4mEeQb
tarcil,Tarcil,https://open.spotify.com/artist/2agsmGlgy77KlsjGV6ydOm,2agsmGlgy77KlsjGV6ydOm
down by law,Down By Law,https://open.spotify.com/artist/6hWRjQzM6AmSPqXd7eM2I2,6hWRjQzM6AmSPqXd7eM2I2
the art of deception,The Art of Deception,https://open.spotify.com/artist/4FB8aZI5Ae92JNlPXxx25S,4FB8aZI5Ae92JNlPXxx25S
enemy 906,ENEMY 906,https://open.spotify.com/artist/7KxQQIZ8rQ6jOM6FcimDp0,7KxQQIZ8rQ6jOM6FcimDp0
outer worlds,Outer Worlds,https://open.spotify.com/artist/2HW0dtR1p9lFbVDzMln4vm,2HW0dtR1p9lFbVDzMln4vm
deathpair,Deathpair,https://open.spotify.com/artist/4UQJftLBUSFRZodTYKnPTw,4UQJftLBUSFRZodTYKnPTw
пигмеи,Пигмеи,https://open.spotify.com/artist/7mEQz5oBQVqguW283bSncT,7mEQz5oBQVqguW283bSncT
kokeshi,Kokeshi,https://open.spotify.com/artist/3joyxa7TvzLs0c6H31DcNV,3joyxa7TvzLs0c6H31DcNV
the tale untold,The Tale Untold,https://open.spotify.com/artist/13g9FHhXm2Tn3fR7KOallY,13g9FHhXm2Tn3fR7KOallY
spiritwalker,Spiritwalker,https://open.spotify.com/artist/3RPU6POdV9j2cgiliSxYtg,3RPU6POdV9j2cgiliSxYtg
kru$ty,Kru$ty,https://open.spotify.com/artist/3OxmEU9LO7OP13ptDsaLXW,3OxmEU9LO7OP13ptDsaLXW
gradience,Gradience,https://open.spotify.com/artist/0WSe68Y9daHr3Hiek4a26H,0WSe68Y9daHr3Hiek4a26H
bloodletting prince,Bloodletting Prince,https://open.spotify.com/artist/5CkxzGQzjy3OBZ8WoAKPVl,5CkxzGQzjy3OBZ8WoAKPVl
espiral,Espiral,https://open.spotify.com/artist/0zxS6Kv0mi3rcjOnIG8AZl,0zxS6Kv0mi3rcjOnIG8AZl
naysayers,NAYSAYERS,https://open.spotify.com/artist/7rv9zCUPqyMlWps0prXt4v,7rv9zCUPqyMlWps0prXt4v
archon,ARCHON,https://open.spotify.com/artist/2DJrh0A3ElgB6eyYfZ5u5m,2DJrh0A3ElgB6eyYfZ5u5m
strychnos,Strychnos,https://open.spotify.com/artist/6ahBLSGA36L7TEqaPLWyN8,6ahBLSGA36L7TEqaPLWyN8
bloody falls,Bloody Falls,https://open.spotify.com/artist/70aIXAYbZd48wRhXJfa39r,70aIXAYbZd48wRhXJfa39r
axefear,Axefear,https://open.spotify.com/artist/08v1mIczurORofSMniq8Oi,08v1mIczurORofSMniq8Oi
bulma ブルマ,BULMA ブルマ,https://open.spotify.com/artist/1015ikeVHCuZ4WmWKoQflw,1015ikeVHCuZ4WmWKoQflw
hekseblad,Hekseblad,https://open.spotify.com/artist/5NyZmJZUDURORN1QiTbiZT,5NyZmJZUDURORN1QiTbiZT
lives lost,Lives Lost,https://open.spotify.com/artist/685Y3y5wMxBS27ZrkAxS44,685Y3y5wMxBS27ZrkAxS44
street to the ocean,Street to the Ocean,https://open.spotify.com/artist/2cA2B6WerdApxrqocBtvMQ,2cA2B6WerdApxrqocBtvMQ
death tag,DEATH TAG,https://open.spotify.com/artist/7mONsMfVS0vQNvf3o0Y2oW,7mONsMfVS0vQNvf3o0Y2oW
spent case,SPENT CASE,https://open.spotify.com/artist/2frLgJzeFBplaljPnaKayU,2frLgJzeFBplaljPnaKayU
kahani,Kahani,https://open.spotify.com/artist/1fu7plwfaglPCQU6y1RFfb,1fu7plwfaglPCQU6y1RFfb
heteromorphic zoo,Heteromorphic Zoo,https://open.spotify.com/artist/6yPAqoIMCfvAVMsDsWyNbp,6yPAqoIMCfvAVMsDsWyNbp
dead days,Dead Days,https://open.spotify.com/artist/5HaGy8VvmF3PCUns6UhOQv,5HaGy8VvmF3PCUns6UhOQv
appalachian anarchy,Appalachian Anarchy,https://open.spotify.com/artist/59JuXWTqK2cLCvSNz63fqN,59JuXWTqK2cLCvSNz63fqN
glaciers,Glaciers,https://open.spotify.com/artist/0aABno6V0bgVXTzADSeUYv,0aABno6V0bgVXTzADSeUYv
remedy,Remedy,https://open.spotify.com/artist/4PFZvjYWC5FpHtS7HlLmTJ,4PFZvjYWC5FpHtS7HlLmTJ
blitzkid,Blitzkid,https://open.spotify.com/artist/1u8qqOF2w0kgbg1QLXEXSJ,1u8qqOF2w0kgbg1QLXEXSJ
frostbitt,Frostbitt,https://open.spotify.com/artist/6XP64Chkji2mFpszEudUkq,6XP64Chkji2mFpszEudUkq
tsar,TSAR,https://open.spotify.com/artist/1a2ZdtjsHAMD9bnwn7jxaC,1a2ZdtjsHAMD9bnwn7jxaC
omnivide,Omnivide,https://open.spotify.com/artist/58iZiFQBnlpS1LQCLZIaw2,58iZiFQBnlpS1LQCLZIaw2
bassnectar,Bassnectar,https://open.spotify.com/artist/1JPy5PsJtkhftfdr6saN2i,1JPy5PsJtkhftfdr6saN2i
cyborg octopus,Cyborg Octopus,https://open.spotify.com/artist/6iGSl0hxx2ude4AwBCAKZ6,6iGSl0hxx2ude4AwBCAKZ6
ancst,Ancst,https://open.spotify.com/artist/5zGxYEPyynjUkIBgKRI1Wt,5zGxYEPyynjUkIBgKRI1Wt
gutting,Gutting,https://open.spotify.com/artist/2VhTBaV2Io9AJe661MUTEj,2VhTBaV2Io9AJe661MUTEj
blazing eternity,Blazing Eternity,https://open.spotify.com/artist/5wlJrskVtFPmIclT5vd9gF,5wlJrskVtFPmIclT5vd9gF
monomythic,Monomythic,https://open.spotify.com/artist/3VsojyDk8sQn7RwvSqQpdL,3VsojyDk8sQn7RwvSqQpdL
fire & flesh,Fire & Flesh,https://open.spotify.com/artist/4a3sLsruasVoUxboGQUNfP,4a3sLsruasVoUxboGQUNfP
gerogot,GEROGOT,https://open.spotify.com/artist/0QJFs1621CUPUWbpnEs8FI,0QJFs1621CUPUWbpnEs8FI
moncreep,Moncreep,https://open.spotify.com/artist/2cpKmhVHR9xyuTKKk0EBXc,2cpKmhVHR9xyuTKKk0EBXc
evergloam,Evergloam,https://open.spotify.com/artist/0Sz3VMtEFrNn1vaat0FqK9,0Sz3VMtEFrNn1vaat0FqK9
r.a.i.d.,R.A.I.D.,https://open.spotify.com/artist/3ffs5rQi9nZJg78jldaaxS,3ffs5rQi9nZJg78jldaaxS
spinal deformation,Spinal Deformation,https://open.spotify.com/artist/3lwc83k8FYqbmMv6Fnp1p1,3lwc83k8FYqbmMv6Fnp1p1
nyc shootout,NYC SHOOTOUT,https://open.spotify.com/artist/1i0Db49bKfKJoWv1hkMyIM,1i0Db49bKfKJoWv1hkMyIM
kaneto-juusei,kaneto-juusei,https://open.spotify.com/artist/0TyQwaDsHka5C9u7vV9YG7,0TyQwaDsHka5C9u7vV9YG7
st.sinner,st.sinner,https://open.spotify.com/artist/3OeX9lekdj5s9FByuNxW8G,3OeX9lekdj5s9FByuNxW8G
furlo,FURLO,https://open.spotify.com/artist/2v0RRTUAxEdTnnHkgHGHhg,2v0RRTUAxEdTnnHkgHGHhg
sabancaya,Sabancaya,https://open.spotify.com/artist/5q4AGfB45ZPXScWMyRBg9j,5q4AGfB45ZPXScWMyRBg9j
simulakra,Simulakra,https://open.spotify.com/artist/2jWxOfUagc8h6PbDZgFoMp,2jWxOfUagc8h6PbDZgFoMp
tombstoner,Tombstoner,https://open.spotify.com/artist/7KUS3fnZ8nHy2tVE1uU00O,7KUS3fnZ8nHy2tVE1uU00O
sinequanon,Sinequanon,https://open.spotify.com/artist/00xanJcYhxz7fqsaP3281l,00xanJcYhxz7fqsaP3281l
tyrant,Tyrant,https://open.spotify.com/artist/1nOJ0TH4kkzX0yvF4hELCc,1nOJ0TH4kkzX0yvF4hELCc
bury the liar,Bury The Liar,https://open.spotify.com/artist/22WyRNDxRgY1ILGj9mYu8O,22WyRNDxRgY1ILGj9mYu8O
divisive,Divisive,https://open.spotify.com/artist/7J0ZwYG57Ruw6ExLKls9PC,7J0ZwYG57Ruw6ExLKls9PC
there's no face,There's No Face,https://open.spotify.com/artist/24akzFM25DIhWs6x2hw2XG,24akzFM25DIhWs6x2hw2XG
toughguy,Toughguy,https://open.spotify.com/artist/5ft5lEIsdzSDKx0tA2rPJH,5ft5lEIsdzSDKx0tA2rPJH
scarlet rot,Scarlet Rot,https://open.spotify.com/artist/6IAkJBTXy5Bf5J438qF1R6,6IAkJBTXy5Bf5J438qF1R6
麥琪麥琪 makemake,麥琪麥琪 MakeMake,https://open.spotify.com/artist/5DlnA3fCaF6p4KZuhBHgLN,5DlnA3fCaF6p4KZuhBHgLN
human error,Human Error,https://open.spotify.com/artist/3QNG3E1gZerAYXVt3MuIjp,3QNG3E1gZerAYXVt3MuIjp
killa bastard,Killa Bastard,https://open.spotify.com/artist/5JSheexrHIwDG7nUp9htwx,5JSheexrHIwDG7nUp9htwx
suasion,Suasion,https://open.spotify.com/artist/3By3NlIbjZW9Uqlph8kcgK,3By3NlIbjZW9Uqlph8kcgK
illusions fade,Illusions Fade,https://open.spotify.com/artist/7qkrSm3hEgTbfWhjs24AZP,7qkrSm3hEgTbfWhjs24AZP
eschalon,Eschalon,https://open.spotify.com/artist/1jl0oWAKZ8BNB7Z8bnG7aZ,1jl0oWAKZ8BNB7Z8bnG7aZ
torture hammer,Torture Hammer,https://open.spotify.com/artist/16ufE447vQz3nnumA0Svq2,16ufE447vQz3nnumA0Svq2
satanic north,Satanic North,https://open.spotify.com/artist/0gxaZ1sxyfmjttYIM4jzIc,0gxaZ1sxyfmjttYIM4jzIc
martil,Martil,https://open.spotify.com/artist/1WGaVnIFQDYZJhxDRoRD4G,1WGaVnIFQDYZJhxDRoRD4G
gost,Gost,https://open.spotify.com/artist/46HcJG62ky3Tj7yJpB2Qqg,46HcJG62ky3Tj7yJpB2Qqg
lead horizon,Lead Horizon,https://open.spotify.com/artist/5iF3nNoHv3gEm9mobCwdxC,5iF3nNoHv3gEm9mobCwdxC
sickrecy,Sickrecy,https://open.spotify.com/artist/1MJwrsivor4GSAki25v5PW,1MJwrsivor4GSAki25v5PW
who they fear,Who They Fear,https://open.spotify.com/artist/6v4tmKaFpasiRSLDxmwrle,6v4tmKaFpasiRSLDxmwrle
empiric,Empiric,https://open.spotify.com/artist/6SXf93pH8SR1s8AZj7SXAO,6SXf93pH8SR1s8AZj7SXAO
pathologic,Pathologic,https://open.spotify.com/artist/5y6E9eaJ3PLbixB3Ry3CQ1,5y6E9eaJ3PLbixB3Ry3CQ1
austrian death machine,Austrian Death Machine,https://open.spotify.com/artist/0oxUux1OSwZpIpSK0JbqSS,0oxUux1OSwZpIpSK0JbqSS
from dusk to dawn,From Dusk to Dawn,https://open.spotify.com/artist/31vO7MtYSmvlo3QUH31Ss8,31vO7MtYSmvlo3QUH31Ss8
wasted flesh,Wasted Flesh,https://open.spotify.com/artist/7ouUCMF2UEoorSLQVyGlDk,7ouUCMF2UEoorSLQVyGlDk
befouled tongue,Befouled Tongue,https://open.spotify.com/artist/6CJkI9RF5T1XFdGYCDWNZi,6CJkI9RF5T1XFdGYCDWNZi
farsight,FARSIGHT,https://open.spotify.com/artist/0u8cy1K9a7IChhXMlNU0Q1,0u8cy1K9a7IChhXMlNU0Q1
earthgazer,Earthgazer,https://open.spotify.com/artist/2b1h1c5Oj2DAHtUU1loOdm,2b1h1c5Oj2DAHtUU1loOdm
backstabbed,Backstabbed,https://open.spotify.com/artist/7LzFv2clmkrzzNkPHW44tk,7LzFv2clmkrzzNkPHW44tk
meadows,Meadows,https://open.spotify.com/artist/0ervKnHzZBgwJgFkFdPcsF,0ervKnHzZBgwJgFkFdPcsF
infernal lamentations,Infernal Lamentations,https://open.spotify.com/artist/3y0Wowjj6ilTUmHNIsDO4O,3y0Wowjj6ilTUmHNIsDO4O
skyrmisher,Skyrmisher,https://open.spotify.com/artist/3nHKgURuRqRXCcDVKAfPBr,3nHKgURuRqRXCcDVKAfPBr
a knight under maria's altar,A Knight Under Maria's Altar,https://open.spotify.com/artist/7DZweyo7u41dOXBV7eSbob,7DZweyo7u41dOXBV7eSbob
temor,TEMOR,https://open.spotify.com/artist/2A7COD4RmugE3Jeff6sLqb,2A7COD4RmugE3Jeff6sLqb
thredge,Thredge,https://open.spotify.com/artist/7iJWnpDB9Rw6MHvRrPpYN2,7iJWnpDB9Rw6MHvRrPpYN2
sinister feeling,Sinister Feeling,https://open.spotify.com/artist/3KD8X5Li747WI4MyhGf43P,3KD8X5Li747WI4MyhGf43P
wani,Wani,https://open.spotify.com/artist/6YqdtpUutxodni6lUD4stM,6YqdtpUutxodni6lUD4stM
jacob lizotte,Jacob Lizotte,https://open.spotify.com/artist/1xd4o3nvXyiD90YBml2A5T,1xd4o3nvXyiD90YBml2A5T
meet the maker,Meet The Maker,https://open.spotify.com/artist/17IdH2I9EWpCSUdQm91b2B,17IdH2I9EWpCSUdQm91b2B
grillijono k.o.,Grillijono K.O.,https://open.spotify.com/artist/08QXOSGFgaJw93nk0a2Dk5,08QXOSGFgaJw93nk0a2Dk5
seek misery,Seek Misery,https://open.spotify.com/artist/2p7QVsiDNqd3201OYqFFqj,2p7QVsiDNqd3201OYqFFqj
satanic empire,Satanic Empire,https://open.spotify.com/artist/2GE9KvytBzbgYecgJR4DYv,2GE9KvytBzbgYecgJR4DYv
nocturnus ad,Nocturnus AD,https://open.spotify.com/artist/3sjqdc4V86Y8fAzdmYZoH2,3sjqdc4V86Y8fAzdmYZoH2
skylimit,SKYLIMIT,https://open.spotify.com/artist/0nVXrDRq7wclKSd7nOBiPt,0nVXrDRq7wclKSd7nOBiPt
olympus lenticular,Olympus Lenticular,https://open.spotify.com/artist/0gwVjuAqUxB1TnugpYRqty,0gwVjuAqUxB1TnugpYRqty
friendly jvck,Friendly Jvck,https://open.spotify.com/artist/6rfq3fvUgT8mCyP1NL4H0n,6rfq3fvUgT8mCyP1NL4H0n
sawnoff,SAWNOFF,https://open.spotify.com/artist/11c8Y0dYUpIPH9HmGk84IL,11c8Y0dYUpIPH9HmGk84IL
dazzlingbad,DazzlingBAD,https://open.spotify.com/artist/2dTgxXj3wbPFIUG9pa1NWc,2dTgxXj3wbPFIUG9pa1NWc
deathdotgov,deathdotgov,https://open.spotify.com/artist/2vKtQTQJasv0t3z0GnqB4x,2vKtQTQJasv0t3z0GnqB4x
nora plan,Nora Plan,https://open.spotify.com/artist/34QEjyOLywYergJJtUVSjT,34QEjyOLywYergJJtUVSjT
zombieshark!,ZOMBIESHARK!,https://open.spotify.com/artist/18K9AAgJqUVkquLVd6PJc7,18K9AAgJqUVkquLVd6PJc7
chainsword,Chainsword,https://open.spotify.com/artist/4q59GvmBhdbncyowz8gFkC,4q59GvmBhdbncyowz8gFkC
newcomer,NEWCOMER,https://open.spotify.com/artist/7unG0KU8eWnzfQAJA8TAcH,7unG0KU8eWnzfQAJA8TAcH
truck chan,Truck Chan,https://open.spotify.com/artist/1Iul80fggsDCLacY0h9scr,1Iul80fggsDCLacY0h9scr
daedra,Daedra,https://open.spotify.com/artist/4Bl3FXav6VIDmSpaHLwpon,4Bl3FXav6VIDmSpaHLwpon
the stygian complex,The Stygian Complex,https://open.spotify.com/artist/64Gj1izAyQcJBHlS6Rdcu5,64Gj1izAyQcJBHlS6Rdcu5
zombie,ZOMBIE,https://open.spotify.com/artist/2L7RaHwfVU6ge64IJF8GO5,2L7RaHwfVU6ge64IJF8GO5
auditory anguish,AUDITORY ANGUISH,https://open.spotify.com/artist/10dTG5wFGlKKH0aryYHrCR,10dTG5wFGlKKH0aryYHrCR
johnny mafia,Johnny Mafia,https://open.spotify.com/artist/7iM6UV8wXD4l2bS2QxdOPY,7iM6UV8wXD4l2bS2QxdOPY
agony,Agony,https://open.spotify.com/artist/7c7dUW2LC1L6ORMWbEDGNI,7c7dUW2LC1L6ORMWbEDGNI
griefgod,Griefgod,https://open.spotify.com/artist/1ZvTMCLeW2k9tCTjWqN1mS,1ZvTMCLeW2k9tCTjWqN1mS
braces,BRACES,https://open.spotify.com/artist/1oZBET0PBRusndmvbnlz9W,1oZBET0PBRusndmvbnlz9W
cogitations,Cogitations,https://open.spotify.com/artist/7jYdaSBbY9upek4zyCxdh7,7jYdaSBbY9upek4zyCxdh7
mattias alkberg,Mattias Alkberg,https://open.spotify.com/artist/5p8AjcGi5g19fWNvC2zhqE,5p8AjcGi5g19fWNvC2zhqE
curveless,Curveless,https://open.spotify.com/artist/0UzxjNIkMaAFiuXOCUdlca,0UzxjNIkMaAFiuXOCUdlca
apogean,Apogean,https://open.spotify.com/artist/4Wl6PA1ABnzNQMnZd5cOOd,4Wl6PA1ABnzNQMnZd5cOOd
vespid,Vespid,https://open.spotify.com/artist/3Km8iRgRYhnQA6WRuL4WgV,3Km8iRgRYhnQA6WRuL4WgV
kassogtha,Kassogtha,https://open.spotify.com/artist/3QicHomrJUbJrm9h0fdZOw,3QicHomrJUbJrm9h0fdZOw
victimofdeception,VICTIMOFDECEPTION,https://open.spotify.com/artist/57VR0hNQshHQEaqrUUYWe4,57VR0hNQshHQEaqrUUYWe4
drip eu,DRIP EU,https://open.spotify.com/artist/7GKw4lPYfSo0ya4s2YGUsS,7GKw4lPYfSo0ya4s2YGUsS
hurt division,Hurt Division,https://open.spotify.com/artist/1m0nLx5JP1C7MnugLq0XVc,1m0nLx5JP1C7MnugLq0XVc
bloody cumshot,Bloody Cumshot,https://open.spotify.com/artist/4QjsTcLxAGrrAsjHGN4SuD,4QjsTcLxAGrrAsjHGN4SuD
destard,DESTARD,https://open.spotify.com/artist/0smphHwUPTLAcGdDDxYwQo,0smphHwUPTLAcGdDDxYwQo
sgàile,Sgàile,https://open.spotify.com/artist/0kTaZFlAaJlbEkeNTjOYe1,0kTaZFlAaJlbEkeNTjOYe1
as time went by,As Time Went By,https://open.spotify.com/artist/38kYgEP2F1GpU8EbslPsMS,38kYgEP2F1GpU8EbslPsMS
gratitudetx,Gratitudetx,https://open.spotify.com/artist/6VsNiPUo6UtPkJO89QjEsu,6VsNiPUo6UtPkJO89QjEsu
violent nature,VIOLENT NATURE,https://open.spotify.com/artist/6Ks4Mpy6HzIPNDdNGHm6T3,6Ks4Mpy6HzIPNDdNGHm6T3
dream beard,Dream Beard,https://open.spotify.com/artist/60cbeifeYO9WgSuAkLy0Sc,60cbeifeYO9WgSuAkLy0Sc
ryujin,RYUJIN,https://open.spotify.com/artist/3SUKO4vAKUtulR6t99R1Zk,3SUKO4vAKUtulR6t99R1Zk
windchimes,Windchimes,https://open.spotify.com/artist/30skqM1buXWfxi1m6DxA95,30skqM1buXWfxi1m6DxA95
intercollision,Intercollision,https://open.spotify.com/artist/2ZQQObsBpPwgKjK07Mjmba,2ZQQObsBpPwgKjK07Mjmba
suffer uk,Suffer UK,https://open.spotify.com/artist/5jzHeqBMZElOiky0aWXsFG,5jzHeqBMZElOiky0aWXsFG
satanice,SATANICE,https://open.spotify.com/artist/2LuqpIBXULsF5b4HkCr7mI,2LuqpIBXULsF5b4HkCr7mI
snowblood,Snowblood,https://open.spotify.com/artist/6nLpD6tWBhXIbNxVKJC1fH,6nLpD6tWBhXIbNxVKJC1fH
mind incision,Mind Incision,https://open.spotify.com/artist/7tlxDKSMmQ6Dpmixs9oLYn,7tlxDKSMmQ6Dpmixs9oLYn
before breathing,Before Breathing,https://open.spotify.com/artist/2lKpiEXSugwW8iQFyL4U7q,2lKpiEXSugwW8iQFyL4U7q
dvst,DVST,https://open.spotify.com/artist/1GpdZlbeeei84hTfbPHCTv,1GpdZlbeeei84hTfbPHCTv
uncircle,Uncircle,https://open.spotify.com/artist/2CCsQ7SQELcfwENdswNLyC,2CCsQ7SQELcfwENdswNLyC
hatewaker,HateWaker,https://open.spotify.com/artist/0x8jOlIanAJM3e3wAOjEFR,0x8jOlIanAJM3e3wAOjEFR
ninth in pluto,NINTH IN PLUTO,https://open.spotify.com/artist/2WCmL2a7rQ7eDve5G46VnW,2WCmL2a7rQ7eDve5G46VnW
obsidian mind,Obsidian Mind,https://open.spotify.com/artist/3adRnmCpbqvYJrJODNpdkn,3adRnmCpbqvYJrJODNpdkn
ホンモノ,ホンモノ,https://open.spotify.com/artist/5AWPNhUs6ieOMhDx5TjhCL,5AWPNhUs6ieOMhDx5TjhCL
chains of agony,Chains Of Agony,https://open.spotify.com/artist/2BBI5PhPbdAWyJY3MTec0T,2BBI5PhPbdAWyJY3MTec0T
