,original_name,url,artist_id
fatal move,Fatal Move,https://open.spotify.com/artist/7ei5nfpQ604O9yE0jPXvSd,7ei5nfpQ604O9yE0jPXvSd
karasu,KaRaSu,https://open.spotify.com/artist/3nL4AO4tQBONLYGshwZrGM,3nL4AO4tQBONLYGshwZrGM
nyrst,Nyrst,https://open.spotify.com/artist/5l3wrSsJE2V0VINGu89lWN,5l3wrSsJE2V0VINGu89lWN
the wind covenant,The Wind Covenant,https://open.spotify.com/artist/2CL5ITHrtJ1JVCCthWw1fs,2CL5ITHrtJ1JVCCthWw1fs
purge of sanity,Purge of Sanity,https://open.spotify.com/artist/2609OcH9V5gOoIAtwUHjxp,2609OcH9V5gOoIAtwUHjxp
decaying purity,Decaying Purity,https://open.spotify.com/artist/67Y2W5o4tTiCDPUATGiCNO,67Y2W5o4tTiCDPUATGiCNO
slamy vocals,Slamy Vocals,https://open.spotify.com/artist/5kIHyK4EUUu5j6cKXFw5I0,5kIHyK4EUUu5j6cKXFw5I0
seguimos perdiendo,Seguimos Perdiendo,https://open.spotify.com/artist/5Hp12BdkneIJpn6hvxaoHr,5Hp12BdkneIJpn6hvxaoHr
труп колдуна,Труп Колдуна,https://open.spotify.com/artist/1x2PCVMKHGrj1qfykYTpxL,1x2PCVMKHGrj1qfykYTpxL
kill rob bailey,Kill ROB Bailey,https://open.spotify.com/artist/0pgNsgV8OEoTmbHnnTNkYL,0pgNsgV8OEoTmbHnnTNkYL
hitbox,hitbox,https://open.spotify.com/artist/16RQ1ts3SISTZXiq06vNkt,16RQ1ts3SISTZXiq06vNkt
daedric chamber,Daedric Chamber,https://open.spotify.com/artist/0uNTmzOkV3PmjdABkTpTe6,0uNTmzOkV3PmjdABkTpTe6
indistinct,Indistinct,https://open.spotify.com/artist/55jwncjanz31tTNxLqbTd8,55jwncjanz31tTNxLqbTd8
sunk loto,Sunk Loto,https://open.spotify.com/artist/7MGHuj52nFdF1mAYRl0zkG,7MGHuj52nFdF1mAYRl0zkG
exit,Exit,https://open.spotify.com/artist/3h9p6ezLoqYJ0viEfqGE4j,3h9p6ezLoqYJ0viEfqGE4j
chaldea,Chaldea,https://open.spotify.com/artist/4fSgBXyl6FGwXf3ZqeHS3F,4fSgBXyl6FGwXf3ZqeHS3F
polish,Polish,https://open.spotify.com/artist/2dI9IuajQnLR5dLxHjTTqU,2dI9IuajQnLR5dLxHjTTqU
exorcised gods,Exorcised Gods,https://open.spotify.com/artist/0qqwP2wJufGEv681mqvF70,0qqwP2wJufGEv681mqvF70
dxwnsides,Dxwnsides,https://open.spotify.com/artist/3fGgS0yxHUJi2OiwpTtvbp,3fGgS0yxHUJi2OiwpTtvbp
surgeon,SURGEON,https://open.spotify.com/artist/1PSylklb2w06BAAHEtepqM,1PSylklb2w06BAAHEtepqM
to obey a tyrant,To Obey a Tyrant,https://open.spotify.com/artist/1s1OmCqLXfLqrRhc6evxtl,1s1OmCqLXfLqrRhc6evxtl
bloat,Bloat,https://open.spotify.com/artist/6NezMhzlkSaAW7AFpbRczn,6NezMhzlkSaAW7AFpbRczn
jack the joker,Jack The Joker,https://open.spotify.com/artist/1lIjN6laJcdd6txiGXvZaq,1lIjN6laJcdd6txiGXvZaq
slowchamber,slowchamber,https://open.spotify.com/artist/4cu9p8IwUabulv3YOxPIxC,4cu9p8IwUabulv3YOxPIxC
xii thorns,XII Thorns,https://open.spotify.com/artist/0nAbUZTbd0UFkL4GGacvG8,0nAbUZTbd0UFkL4GGacvG8
opium du peuple,Opium du Peuple,https://open.spotify.com/artist/1h4LqTF3rRmvSf5YQaL7CV,1h4LqTF3rRmvSf5YQaL7CV
inverity,INVERITY,https://open.spotify.com/artist/4ff9Ai2AG081rH1hLkECQi,4ff9Ai2AG081rH1hLkECQi
hinayana,Hinayana,https://open.spotify.com/artist/7cZd90UiEtY6V76dtQHXqF,7cZd90UiEtY6V76dtQHXqF
necrophilic beatdown,Necrophilic Beatdown,https://open.spotify.com/artist/4sGR6gZQVT1RZVjBb9Qce9,4sGR6gZQVT1RZVjBb9Qce9
not norman,Not Norman,https://open.spotify.com/artist/6AnntqIt9aLBRObq0d512w,6AnntqIt9aLBRObq0d512w
maracurse,Maracurse,https://open.spotify.com/artist/07rN5azbJTlpsrlJQss2v2,07rN5azbJTlpsrlJQss2v2
abyss walker,Abyss Walker,https://open.spotify.com/artist/0gJ0dOw0r6daBMmJr6ROvQ,0gJ0dOw0r6daBMmJr6ROvQ
makhlvk,Makhlvk,https://open.spotify.com/artist/3g04K4btUiISMXpV4c2xqP,3g04K4btUiISMXpV4c2xqP
swampgrave,SWAMPGRAVE,https://open.spotify.com/artist/38IenmX2kQpL7NS74TJPun,38IenmX2kQpL7NS74TJPun
lies!,LIES!,https://open.spotify.com/artist/5JyxnBnIFniU2oLWjUNjz9,5JyxnBnIFniU2oLWjUNjz9
gulu gulu,gulu gulu,https://open.spotify.com/artist/7IS31MnxPnYaDKlFRZ3pdt,7IS31MnxPnYaDKlFRZ3pdt
in your grave,In Your Grave,https://open.spotify.com/artist/2MlBpNoRy5QXHOpBioVqVP,2MlBpNoRy5QXHOpBioVqVP
provoke the truth,Provoke the Truth,https://open.spotify.com/artist/0xeac9VopTCnTVzSx1ZByP,0xeac9VopTCnTVzSx1ZByP
discoveries nc,Discoveries NC,https://open.spotify.com/artist/2dkZWZy1u8NJ4Hl4vXE33J,2dkZWZy1u8NJ4Hl4vXE33J
parris bridge,Parris Bridge,https://open.spotify.com/artist/0e2mamzzCCvHBBOmznjgQu,0e2mamzzCCvHBBOmznjgQu
still stayer,Still Stayer,https://open.spotify.com/artist/0M6zJSeM1XgyIu64Hfrmlm,0M6zJSeM1XgyIu64Hfrmlm
tide has turned,Tide Has Turned,https://open.spotify.com/artist/5u6k8PbYrk7ZXPfK2NBoVG,5u6k8PbYrk7ZXPfK2NBoVG
astray valley,Astray Valley,https://open.spotify.com/artist/3KaFOzEYQTi5CNc1Y577gx,3KaFOzEYQTi5CNc1Y577gx
nxxses,Nxxses,https://open.spotify.com/artist/2PAgaaZUHcCqzYsf6SY3uY,2PAgaaZUHcCqzYsf6SY3uY
stories through storms,Stories Through Storms,https://open.spotify.com/artist/0lr5JmP9qsCGEUADM9uSWC,0lr5JmP9qsCGEUADM9uSWC
chem,Chem,https://open.spotify.com/artist/1GhPHrq36VKCY3ucVaZCfo,1GhPHrq36VKCY3ucVaZCfo
middle grounds,Middle Grounds,https://open.spotify.com/artist/1aYc9JjLoz7BRqioUuJKxn,1aYc9JjLoz7BRqioUuJKxn
eiga,Eiga,https://open.spotify.com/artist/2WAmN5MiGL8XYhlXODKB0d,2WAmN5MiGL8XYhlXODKB0d
ikinä,IKINÄ,https://open.spotify.com/artist/4xg4NsqU77gUm4ZmMRAxxe,4xg4NsqU77gUm4ZmMRAxxe
tyrants breaker,Tyrants Breaker,https://open.spotify.com/artist/3TvNNN9VmTliAu0hk1sdMl,3TvNNN9VmTliAu0hk1sdMl
the hero and a monster,The Hero and a Monster,https://open.spotify.com/artist/7eQGtfOGKRndQcXCO1Xos6,7eQGtfOGKRndQcXCO1Xos6
pollen,Pollen,https://open.spotify.com/artist/3JNzTfAri3Mmn3tAOlk55V,3JNzTfAri3Mmn3tAOlk55V
heat,HEAT,https://open.spotify.com/artist/7AluttQup6aYzucnaCzl4g,7AluttQup6aYzucnaCzl4g
crimson moonlight,Crimson Moonlight,https://open.spotify.com/artist/3BK5u7xOPJU8ERq8w27hnk,3BK5u7xOPJU8ERq8w27hnk
secondhand saints,Secondhand Saints,https://open.spotify.com/artist/3S4jMurhHps1xCUhejnAd2,3S4jMurhHps1xCUhejnAd2
aerial,Aerial,https://open.spotify.com/artist/52GC47uinFvXuWXBqx83nt,52GC47uinFvXuWXBqx83nt
mildura,Mildura,https://open.spotify.com/artist/0zgXY7xaiH0GRA5pOqvJ6d,0zgXY7xaiH0GRA5pOqvJ6d
ギャロ,ギャロ,https://open.spotify.com/artist/107t9HCBt6qBgN6i5gDniR,107t9HCBt6qBgN6i5gDniR
american arson,American Arson,https://open.spotify.com/artist/7cl9j0U54gBxbcGO7zXXs2,7cl9j0U54gBxbcGO7zXXs2
the maguas,The Maguas,https://open.spotify.com/artist/38whXecyxwJr7uUjpZ104x,38whXecyxwJr7uUjpZ104x
nick broomhall,Nick Broomhall,https://open.spotify.com/artist/1RU0ONSshGqglT3CvPHrBT,1RU0ONSshGqglT3CvPHrBT
cerement,Cerement,https://open.spotify.com/artist/0uxkw5GtlfU8BgOuP7cjfl,0uxkw5GtlfU8BgOuP7cjfl
old wharf,Old Wharf,https://open.spotify.com/artist/0VKGJBAmsWIfgP7XeN1SEi,0VKGJBAmsWIfgP7XeN1SEi
iscariot,Iscariot,https://open.spotify.com/artist/2MBQjycT5pcjbWCetBJOur,2MBQjycT5pcjbWCetBJOur
emperors & angels,EMPERORS & ANGELS,https://open.spotify.com/artist/5iDxnb1WVvezg59OVGAJbQ,5iDxnb1WVvezg59OVGAJbQ
berzerker legion,Berzerker Legion,https://open.spotify.com/artist/72MD4qOT5kUc5FMZ8eqxkX,72MD4qOT5kUc5FMZ8eqxkX
a trilha,A Trilha,https://open.spotify.com/artist/3wHYVqzrG53DzO5mgwp0tk,3wHYVqzrG53DzO5mgwp0tk
nitheful,Nitheful,https://open.spotify.com/artist/0Sh13MqPGa0Pel97w8adxS,0Sh13MqPGa0Pel97w8adxS
sentenced 2 die,Sentenced 2 Die,https://open.spotify.com/artist/1ZBik6Juf9pqiDlsh3badc,1ZBik6Juf9pqiDlsh3badc
gravesend,Gravesend,https://open.spotify.com/artist/554zLl2Oh47VRg0MF8mkHj,554zLl2Oh47VRg0MF8mkHj
dissonation,Dissonation,https://open.spotify.com/artist/4vmlzEE93UfxDk7WHbLm3X,4vmlzEE93UfxDk7WHbLm3X
carl wheezer,CARL WHEEZER,https://open.spotify.com/artist/5xMqzmvCCb86xN3ddVTDn3,5xMqzmvCCb86xN3ddVTDn3
testimony of apocalypse,Testimony of Apocalypse,https://open.spotify.com/artist/3MuHWsXweopEjemVhc16d5,3MuHWsXweopEjemVhc16d5
halberd,Halberd,https://open.spotify.com/artist/7ow7nXWCZuMoU09aRki7GB,7ow7nXWCZuMoU09aRki7GB
omnivortex,Omnivortex,https://open.spotify.com/artist/7qUbOOQOeYnq0cUUIU5SEO,7qUbOOQOeYnq0cUUIU5SEO
callout,Callout,https://open.spotify.com/artist/5PFkAH2D4bsXfK8C5979bV,5PFkAH2D4bsXfK8C5979bV
gas fl,Gas FL,https://open.spotify.com/artist/1YdWxmmj11cbJbcHhUrvba,1YdWxmmj11cbJbcHhUrvba
dishonor,Dishonor,https://open.spotify.com/artist/3p4nWpSdFZrDdA6lK6nQSY,3p4nWpSdFZrDdA6lK6nQSY
thefaceyoumakewhenyoureallylose,TheFaceYouMakeWhenYouReallyLose,https://open.spotify.com/artist/2oSGR34gOLtTvYnx2qGtmJ,2oSGR34gOLtTvYnx2qGtmJ
tyler rossow,Tyler Rossow,https://open.spotify.com/artist/6UOj6bnlUMdfLXvJgRRtPH,6UOj6bnlUMdfLXvJgRRtPH
helfró,Helfró,https://open.spotify.com/artist/3LNnSSzoPPdyJT437coBFn,3LNnSSzoPPdyJT437coBFn
avenade,Avenade,https://open.spotify.com/artist/5wbQ674GzsknR3lZucAVhx,5wbQ674GzsknR3lZucAVhx
graven image,Graven Image,https://open.spotify.com/artist/4ZKIuhB1PWjnKmVAUU8V7K,4ZKIuhB1PWjnKmVAUU8V7K
dolores,Dolores,https://open.spotify.com/artist/6nYVwBK8nCQCYlb7rA763B,6nYVwBK8nCQCYlb7rA763B
vampires everywhere!,Vampires Everywhere!,https://open.spotify.com/artist/2RJ0cQlHOmiZ7JuHBwgUbV,2RJ0cQlHOmiZ7JuHBwgUbV
phony,PHONY,https://open.spotify.com/artist/0oBsnAC3fzYkTHF3bkfNx6,0oBsnAC3fzYkTHF3bkfNx6
varg,Varg,https://open.spotify.com/artist/2HoXuqg3oIwcHIeZHEsBPs,2HoXuqg3oIwcHIeZHEsBPs
ascendence us,Ascendence US,https://open.spotify.com/artist/306Ena0TaX3m7r1VQQBB9Q,306Ena0TaX3m7r1VQQBB9Q
the tex avery syndrome,The Tex Avery Syndrome,https://open.spotify.com/artist/0UO5OOoyb0OoF61DR4z7Wk,0UO5OOoyb0OoF61DR4z7Wk
in shallows,In Shallows,https://open.spotify.com/artist/2mhZAf5yLrqvg6zkdwY5Bk,2mhZAf5yLrqvg6zkdwY5Bk
played by kings,Played by Kings,https://open.spotify.com/artist/07xAFRpiGACPLiyanE6OXW,07xAFRpiGACPLiyanE6OXW
emphuria,Emphuria,https://open.spotify.com/artist/4CpcVmCj04ADMM6PPUlZc5,4CpcVmCj04ADMM6PPUlZc5
casket mush,Casket Mush,https://open.spotify.com/artist/4CNXnQDhPoJRZ9GGrymWeC,4CNXnQDhPoJRZ9GGrymWeC
monsters everywhere,Monsters Everywhere,https://open.spotify.com/artist/6HLOiMOiit1xMsgex7jBRY,6HLOiMOiit1xMsgex7jBRY
stercore,Stercore,https://open.spotify.com/artist/1FaSH1mAXftP0W4txYyOhb,1FaSH1mAXftP0W4txYyOhb
aspect iris,Aspect Iris,https://open.spotify.com/artist/7fsQxfNSkLrHZUHiIYu6HK,7fsQxfNSkLrHZUHiIYu6HK
рубежи,Рубежи,https://open.spotify.com/artist/5LL1VmgzJG522LK6mZSFAk,5LL1VmgzJG522LK6mZSFAk
diabolic night,Diabolic Night,https://open.spotify.com/artist/3wnTCtUXbClNxJNfYtH0mF,3wnTCtUXbClNxJNfYtH0mF
unvow,Unvow,https://open.spotify.com/artist/4mVBUXPUhSeh8xkE5jp5EF,4mVBUXPUhSeh8xkE5jp5EF
euclid c finder,Euclid C Finder,https://open.spotify.com/artist/5h7ZUEHkfkxLqsXzt5VCdV,5h7ZUEHkfkxLqsXzt5VCdV
ashmaze.,Ashmaze.,https://open.spotify.com/artist/1KtNSawz6BDskQOgeRw9a2,1KtNSawz6BDskQOgeRw9a2
the hill is burning,The Hill Is Burning,https://open.spotify.com/artist/6vzsOuuHmSN5IRL0bD0PNK,6vzsOuuHmSN5IRL0bD0PNK
torn soul,Torn Soul,https://open.spotify.com/artist/76TXOS9VZFnaKHf6VW5oIY,76TXOS9VZFnaKHf6VW5oIY
internal suffering,Internal Suffering,https://open.spotify.com/artist/6Zbxm3jOsbcEJUdDG163OE,6Zbxm3jOsbcEJUdDG163OE
sin deliverance,Sin deliverance,https://open.spotify.com/artist/4hBYABCOpfUZLctDxpAwT9,4hBYABCOpfUZLctDxpAwT9
go ahead and die,Go Ahead And Die,https://open.spotify.com/artist/3VvvNtwzaS0dyqr13Pa113,3VvvNtwzaS0dyqr13Pa113
fukuro,Fukuro,https://open.spotify.com/artist/6G4xErlRWfs1ReVqZvsjh6,6G4xErlRWfs1ReVqZvsjh6
by the thousands,By the Thousands,https://open.spotify.com/artist/7jbkCD5BIRbdCLOz5J6S1Y,7jbkCD5BIRbdCLOz5J6S1Y
seagrave,SEAGRAVE,https://open.spotify.com/artist/7Gbx8oiIhPlDGaAUBKmdUh,7Gbx8oiIhPlDGaAUBKmdUh
psycho decadence,Psycho Decadence,https://open.spotify.com/artist/1PuQN6QGQcPjddkb3We44S,1PuQN6QGQcPjddkb3We44S
torch it,TORCH IT,https://open.spotify.com/artist/1yhWlmuvAoFverferhdCeh,1yhWlmuvAoFverferhdCeh
recone,Recone,https://open.spotify.com/artist/0xKLqWvJEA8gctABPP2LwQ,0xKLqWvJEA8gctABPP2LwQ
inborn tendency,Inborn Tendency,https://open.spotify.com/artist/5I5qsax1FbMfnJ52k5iADw,5I5qsax1FbMfnJ52k5iADw
a scent like wolves,A Scent Like Wolves,https://open.spotify.com/artist/45MtkhYiPMUHwT4Wv7qBji,45MtkhYiPMUHwT4Wv7qBji
xaaxaa,XAAXAA,https://open.spotify.com/artist/0VcWUiBe3sJ7tqkZejkQvd,0VcWUiBe3sJ7tqkZejkQvd
nvrless,NVRLESS,https://open.spotify.com/artist/7FIWXvLy4UOjPJ8Vcd2Onf,7FIWXvLy4UOjPJ8Vcd2Onf
loveletter,LOVELETTER,https://open.spotify.com/artist/0o8z9Pak8Rmcwq28IdWYn4,0o8z9Pak8Rmcwq28IdWYn4
whitemoth,WHITEMOTH,https://open.spotify.com/artist/2yoTUfq2bi27s3RZXTEgkE,2yoTUfq2bi27s3RZXTEgkE
bue,Bue,https://open.spotify.com/artist/11kBu957KTYoAltZHDm8gW,11kBu957KTYoAltZHDm8gW
parti!,Parti!,https://open.spotify.com/artist/1b17pNackw7aDoGd6NIZzK,1b17pNackw7aDoGd6NIZzK
within reach,Within Reach,https://open.spotify.com/artist/4revVKBhEVRD2wbXn4L10w,4revVKBhEVRD2wbXn4L10w
ascend,ASCEND,https://open.spotify.com/artist/3Vtn4tPlT2mTkh8WvgBLOJ,3Vtn4tPlT2mTkh8WvgBLOJ
shiva,SHIVA,https://open.spotify.com/artist/2K5nCggbhSZ00YCYP5qkZS,2K5nCggbhSZ00YCYP5qkZS
foetal juice,Foetal Juice,https://open.spotify.com/artist/75OkKMJXuW7voncWJ2DfLs,75OkKMJXuW7voncWJ2DfLs
dematerialize,DEMATERIALIZE,https://open.spotify.com/artist/5v3BFxzA17aNgLGha3Lb2v,5v3BFxzA17aNgLGha3Lb2v
as beings,As Beings,https://open.spotify.com/artist/4yBzl1zFsPRPln3O5xVILz,4yBzl1zFsPRPln3O5xVILz
posthumanx,PostHumanX,https://open.spotify.com/artist/4oPHZ0Ot9sLUPkzLD3bx5d,4oPHZ0Ot9sLUPkzLD3bx5d
contortion,CONTORTION,https://open.spotify.com/artist/7nCgNmfYJcsVy3vOOzExYS,7nCgNmfYJcsVy3vOOzExYS
gorehammer,GOREHAMMER,https://open.spotify.com/artist/2Y7k2gNPjdubt7SO0wyy2A,2Y7k2gNPjdubt7SO0wyy2A
dripping decay,Dripping Decay,https://open.spotify.com/artist/5D7UJcHPKqPJbFEQDflK85,5D7UJcHPKqPJbFEQDflK85
still here,Still Here,https://open.spotify.com/artist/4nuLJ82PPtEGM2OoAaAwcw,4nuLJ82PPtEGM2OoAaAwcw
oakheart,Oakheart,https://open.spotify.com/artist/2mv5DRDdUmx7Uw2IjtiIPc,2mv5DRDdUmx7Uw2IjtiIPc
stortregn,Stortregn,https://open.spotify.com/artist/4SuIgDBeOQBz7cI1HfsK31,4SuIgDBeOQBz7cI1HfsK31
zeile,ZEILE,https://open.spotify.com/artist/0MOSbrifsnIzRObJyceBbg,0MOSbrifsnIzRObJyceBbg
casketmaker,Casketmaker,https://open.spotify.com/artist/3enWWpgXPcYbw1vMT9QSxo,3enWWpgXPcYbw1vMT9QSxo
thrash all nations,Thrash All Nations,https://open.spotify.com/artist/3NrNgyOUrXEG4pGiil0k3q,3NrNgyOUrXEG4pGiil0k3q
grymheart,Grymheart,https://open.spotify.com/artist/4SlhNbOnl7dC1fSZzchJTE,4SlhNbOnl7dC1fSZzchJTE
sedative,Sedative,https://open.spotify.com/artist/6A4keF2jM8tHXsfqCvRcNT,6A4keF2jM8tHXsfqCvRcNT
not my art,Not My Art,https://open.spotify.com/artist/1NEwaL09NBlpVvWOcK4jU2,1NEwaL09NBlpVvWOcK4jU2
terminalist,Terminalist,https://open.spotify.com/artist/5N4HmRQloswgMMTnnIHQmQ,5N4HmRQloswgMMTnnIHQmQ
thus,Thus,https://open.spotify.com/artist/3TQvQT0PqlTLLENO4L3Tik,3TQvQT0PqlTLLENO4L3Tik
words of concrete,Words of Concrete,https://open.spotify.com/artist/1Cvh481W9iq8Mxvf9DsLtr,1Cvh481W9iq8Mxvf9DsLtr
alqemiste,alqemiste,https://open.spotify.com/artist/2YeXVe7K8fh65o6queKmuF,2YeXVe7K8fh65o6queKmuF
walking corpse syndrome,Walking Corpse Syndrome,https://open.spotify.com/artist/6saSF87rPaxznAOLm4PnGc,6saSF87rPaxznAOLm4PnGc
necrosanct,Necrosanct,https://open.spotify.com/artist/2U2PuLvvuR8YiVVu4p7ee5,2U2PuLvvuR8YiVVu4p7ee5
i think they lied,I Think They Lied,https://open.spotify.com/artist/5i10fsXaj3snLRcXMSm640,5i10fsXaj3snLRcXMSm640
utilize the remains,Utilize The Remains,https://open.spotify.com/artist/0cwVd3Xm1Px4exP0TyAft7,0cwVd3Xm1Px4exP0TyAft7
csn,CSN,https://open.spotify.com/artist/0g99fro1e3wsldTwsqFBHr,0g99fro1e3wsldTwsqFBHr
unbliss,UNBLISS,https://open.spotify.com/artist/2AN5cUwCVlU2ZHU7yBsHF9,2AN5cUwCVlU2ZHU7yBsHF9
neurectomy,Neurectomy,https://open.spotify.com/artist/4ktA185ReIkAkyL3SJqSJy,4ktA185ReIkAkyL3SJqSJy
death of a deity,Death of a Deity,https://open.spotify.com/artist/3yZlzF2huAB9mbPDhOtnUN,3yZlzF2huAB9mbPDhOtnUN
urfaust,Urfaust,https://open.spotify.com/artist/6D3oL9YvZBgd3IVFWUJ2BI,6D3oL9YvZBgd3IVFWUJ2BI
the chug project,The Chug Project,https://open.spotify.com/artist/4mPmcOGfP5R1pIhMRvLu0D,4mPmcOGfP5R1pIhMRvLu0D
krypt,Krypt,https://open.spotify.com/artist/0RDGuvtdiSiA25fb7FEl8p,0RDGuvtdiSiA25fb7FEl8p
voice of ruin,Voice Of Ruin,https://open.spotify.com/artist/4forTjuHe6t8Ybw1Y3SEVx,4forTjuHe6t8Ybw1Y3SEVx
nefarius,Nefarius,https://open.spotify.com/artist/4Drs0Q0mdXNql39PM6AtsN,4Drs0Q0mdXNql39PM6AtsN
deaths contract,Deaths Contract,https://open.spotify.com/artist/4N90WuwleCUe1FycsG2Y9h,4N90WuwleCUe1FycsG2Y9h
anal flud,ANAL FLUD,https://open.spotify.com/artist/40pB22TC0P5GiZlzduyqdt,40pB22TC0P5GiZlzduyqdt
sinner self,Sinner Self,https://open.spotify.com/artist/7BCaddhy7NWB9M1PSK9UZy,7BCaddhy7NWB9M1PSK9UZy
skeleton pit,Skeleton Pit,https://open.spotify.com/artist/3e5jm2rnXJcBQY06h5Rdut,3e5jm2rnXJcBQY06h5Rdut
deathless,Deathless,https://open.spotify.com/artist/17hfWp98WYoCWRVxEwF6SP,17hfWp98WYoCWRVxEwF6SP
waterlines,Waterlines,https://open.spotify.com/artist/4fHej5iOHCpTYsujBTm1Kb,4fHej5iOHCpTYsujBTm1Kb
bears,Bears,https://open.spotify.com/artist/7vbSa291o9QWdShbidokvy,7vbSa291o9QWdShbidokvy
beyond all doubt,Beyond All Doubt,https://open.spotify.com/artist/2drvSlB2DRH5oq1f4SZOnM,2drvSlB2DRH5oq1f4SZOnM
iamone,IAMONE,https://open.spotify.com/artist/3fhSDZ3YSUfbYQGTzlolkx,3fhSDZ3YSUfbYQGTzlolkx
ectoplasmorphosis,Ectoplasmorphosis,https://open.spotify.com/artist/0XSYobpysRZdyNB88F9241,0XSYobpysRZdyNB88F9241
splinters.,Splinters.,https://open.spotify.com/artist/7d9DV6xt5SZR7632oUrtvu,7d9DV6xt5SZR7632oUrtvu
tyler shelton,Tyler Shelton,https://open.spotify.com/artist/403x11RUETcMwsBZlbneLC,403x11RUETcMwsBZlbneLC
death rattle,Death Rattle,https://open.spotify.com/artist/6md0CFaov2KJECy2XrqE2Q,6md0CFaov2KJECy2XrqE2Q
human instrumentality project,Human Instrumentality Project,https://open.spotify.com/artist/2hZUJRUibhLFm2e5iW01G2,2hZUJRUibhLFm2e5iW01G2
dying breed,Dying Breed,https://open.spotify.com/artist/7C6jNfEsO4VWradSqNUbal,7C6jNfEsO4VWradSqNUbal
impuritan,Impuritan,https://open.spotify.com/artist/6WPUYW0KEbNPqs7Ipxl1jJ,6WPUYW0KEbNPqs7Ipxl1jJ
grapefruit astronauts,Grapefruit Astronauts,https://open.spotify.com/artist/1jA6wasaedUfXQrOPPwNhl,1jA6wasaedUfXQrOPPwNhl
taking meds,Taking Meds,https://open.spotify.com/artist/1SQ5kDSYuCb4qOJx5itFxz,1SQ5kDSYuCb4qOJx5itFxz
dead soma,Dead Soma,https://open.spotify.com/artist/27Q28eGvRiVWQANCrcJG34,27Q28eGvRiVWQANCrcJG34
fiends,Fiends,https://open.spotify.com/artist/59iJW8QarPpbSLWJVbsRoJ,59iJW8QarPpbSLWJVbsRoJ
heirs of hatred,Heirs of Hatred,https://open.spotify.com/artist/0iImCogzHXqhdHDb1f5p1j,0iImCogzHXqhdHDb1f5p1j
creak,Creak,https://open.spotify.com/artist/2AQpX6cdbkpljOioz0f5v6,2AQpX6cdbkpljOioz0f5v6
behold here's poison,Behold Here's Poison,https://open.spotify.com/artist/1hTePDkXybBVyXtFRSqp4D,1hTePDkXybBVyXtFRSqp4D
kill devil hill,Kill Devil Hill,https://open.spotify.com/artist/45gTrJcFdq1HhxZjNlPEcM,45gTrJcFdq1HhxZjNlPEcM
julien-k,Julien-K,https://open.spotify.com/artist/6a82pdlhS6SsAq7HDUSZKN,6a82pdlhS6SsAq7HDUSZKN
arka'n asrafokor,ARKA'N ASRAFOKOR,https://open.spotify.com/artist/6l8FgxcVWdqGn25uZY2rgY,6l8FgxcVWdqGn25uZY2rgY
return to saturn,Return To Saturn,https://open.spotify.com/artist/7rZrfvI4vvejRDgYoVoJF4,7rZrfvI4vvejRDgYoVoJF4
the great nothing,the great nothing,https://open.spotify.com/artist/01UG5IcUBSldYVRFLXeXrI,01UG5IcUBSldYVRFLXeXrI
neverbloom,neverbloom,https://open.spotify.com/artist/56yrkHXQrKsqrgwq5ZQrhR,56yrkHXQrKsqrgwq5ZQrhR
imperial crystalline entombment i.c.e,Imperial Crystalline Entombment I.C.E,https://open.spotify.com/artist/1NN9iBfjr2X9Zu1gDLAxyK,1NN9iBfjr2X9Zu1gDLAxyK
poolside at the flamingo,Poolside at the Flamingo,https://open.spotify.com/artist/3C9YGkrBTmqdARKKzwv7Wc,3C9YGkrBTmqdARKKzwv7Wc
vexatious,Vexatious,https://open.spotify.com/artist/2kavKsoT7WFOLNr3HFUPgG,2kavKsoT7WFOLNr3HFUPgG
tidebringer,Tidebringer,https://open.spotify.com/artist/0PCRapcpgp9JSte9Atwb83,0PCRapcpgp9JSte9Atwb83
disobedient crew,DISOBEDIENT CREW,https://open.spotify.com/artist/39D5OlLQpowYRI3C67iI1M,39D5OlLQpowYRI3C67iI1M
thra,Thra,https://open.spotify.com/artist/3JysSUOyfVs1UQ0UaESheP,3JysSUOyfVs1UQ0UaESheP
deadculture,Deadculture,https://open.spotify.com/artist/2mdFEq7G55YeLWF9lJaW17,2mdFEq7G55YeLWF9lJaW17
atlantic rift,Atlantic Rift,https://open.spotify.com/artist/79EFxNvEMMwRKD4ZYEgGFK,79EFxNvEMMwRKD4ZYEgGFK
inhuman architects,Inhuman Architects,https://open.spotify.com/artist/1BEvNWHnWQQ7HbhSV6LckY,1BEvNWHnWQQ7HbhSV6LckY
sarea,Sarea,https://open.spotify.com/artist/0XmGOpXc3fU9wpX5iUVe13,0XmGOpXc3fU9wpX5iUVe13
hackedface,Hackedface,https://open.spotify.com/artist/4GIyZ8aBc3t04EYYp2zb4v,4GIyZ8aBc3t04EYYp2zb4v
knights of the abyss,Knights Of The Abyss,https://open.spotify.com/artist/1UBc8Hb8c54RMdYT2cRonw,1UBc8Hb8c54RMdYT2cRonw
wanted,WANTED,https://open.spotify.com/artist/1pMV9AQ4RDndrJlxjgJy71,1pMV9AQ4RDndrJlxjgJy71
hard reset,Hard Reset,https://open.spotify.com/artist/2NyQQFikJzPlPqlR9QbC4o,2NyQQFikJzPlPqlR9QbC4o
aetherian,Aetherian,https://open.spotify.com/artist/3dpDSmg1jDGvwMVQxhDYlw,3dpDSmg1jDGvwMVQxhDYlw
